# Step NumNew Radius InverseSuccessRatio JumpsPerParticle SecPerParticle TotalRunTime
9590 10 1.74048 1.2 25.2 0.000118 0.413364
9600 10 1.74925 1.2 20.5 0.0001043 0.414407
9610 10 1.74925 1.1 17.2 9.77e-05 0.415384
9620 10 1.74925 1.1 24.9 9.4e-05 0.416324
9630 10 1.74925 1.1 20.5 7.68e-05 0.417092
9640 10 1.74925 1.1 17.7 7.63e-05 0.417855
9650 10 1.74925 1.2 23.7 8.57e-05 0.418712
9660 10 1.75833 1 11.5 3.48e-05 0.41906
9670 10 1.75833 1.1 17.9 0.000106 0.42012
9680 10 1.75833 1 21.1 4.33e-05 0.420553
9690 10 1.75833 1.1 18.2 0.0001243 0.421796
9700 10 1.76481 1 17.7 4.43e-05 0.422239
9710 10 1.76481 1.2 23.7 8.68e-05 0.423107
9720 10 1.77298 1.3 17.3 0.0001097 0.424204
9730 10 1.77298 1.3 19.6 0.0001037 0.425241
9740 10 1.77298 1 18.4 3.77e-05 0.425618
9750 10 1.77298 1 23.1 5.28e-05 0.426146
9760 10 1.77298 1.2 18.4 7.36e-05 0.426882
9770 10 1.77298 1.1 21.4 6.53e-05 0.427535
9780 10 1.77298 1.1 18.9 0.0001017 0.428552
9790 10 1.77298 1 17.6 5.53e-05 0.429105
9800 10 1.77298 1 16.1 3.68e-05 0.429473
9810 10 1.77674 1.2 17.3 0.0001019 0.430492
9820 10 1.77674 1.1 15.3 8.6e-05 0.431352
9830 10 1.77674 1.3 22.8 0.0001376 0.432728
9840 10 1.78432 1.3 24 0.0001114 0.433842
9850 10 1.78432 1.3 21.2 0.0001024 0.434866
9860 10 1.78432 1.2 17.8 8.57e-05 0.435723
9870 10 1.78432 1 15.7 3.9e-05 0.436113
9880 10 1.78432 1.4 19 0.0001295 0.437408
9890 10 1.78432 1.2 17.7 0.0001151 0.438559
9900 10 1.78432 1 15.1 7.48e-05 0.439307
9910 10 1.78432 1.2 17.4 0.0001264 0.440571
9920 10 1.78432 1.1 15.7 0.000113 0.441701
9930 10 1.78432 1.1 15.8 9.87e-05 0.442688
9940 10 1.79173 1 19.4 3.82e-05 0.44307
9950 10 1.79173 1.1 19.2 0.0001063 0.444133
9960 10 1.79173 1 11.9 2.78e-05 0.444411
9970 10 1.79173 1.3 23.5 0.0001436 0.445847
9980 10 1.79173 1.2 17 0.0001088 0.446935
9990 10 1.79173 1 14.2 3.66e-05 0.447301
10000 10 1.79173 1 23.7 0.0001007 0.448308
10010 10 1.79173 1 16.3 3.04e-05 0.448612
10020 10 1.79173 1.1 18.9 5.53e-05 0.449165
10030 10 1.79173 1 20.8 4.41e-05 0.449606
10040 10 1.79173 1.1 19.2 0.000125 0.450856
10050 10 1.79173 1.4 25.1 0.0001242 0.452098
10060 10 1.79173 1 12.1 4.87e-05 0.452585
10070 10 1.79173 1.1 13.2 5.07e-05 0.453092
10080 10 1.79173 1.3 23.5 0.0001006 0.454098
10090 10 1.79173 1 15.9 8.64e-05 0.454962
10100 10 1.80138 1.3 22.4 0.0001275 0.456237
10110 10 1.80138 1.2 18.8 0.0001121 0.457358
10120 10 1.80138 1.3 16 0.0001314 0.458672
10130 10 1.80138 1.2 19.8 0.00013 0.459972
10140 10 1.81106 1.1 17 0.0001114 0.461086
10150 10 1.81106 1 12.5 3.29e-05 0.461415
10160 10 1.81936 1.3 23.7 0.000103 0.462445
10170 10 1.82868 1.3 23.2 0.0001343 0.463788
10180 10 1.82868 1 22.5 9.91e-05 0.464779
10190 10 1.82868 1.1 14.1 0.0001163 0.465942
10200 10 1.83297 1 14 7.01e-05 0.466643
10210 10 1.83297 1 20.8 9.63e-05 0.467606
10220 10 1.83297 1.1 12.2 9.83e-05 0.468589
10230 10 1.83297 1.2 20.2 0.000116 0.469749
10240 10 1.83297 1.2 25.9 0.0001054 0.470803
10250 10 1.83297 1 11.7 5.09e-05 0.471312
10260 10 1.83442 1 16.1 3.11e-05 0.471623
10270 10 1.84213 1.2 22.7 0.0001115 0.472738
10280 10 1.84213 1.2 17 8.86e-05 0.473624
10290 10 1.84213 1 14.4 5.06e-05 0.47413
10300 10 1.84213 1.2 19.1 0.0001167 0.475297
10310 10 1.84213 1.2 24.7 0.0001292 0.476589
10320 10 1.84213 1 20.5 0.0001534 0.478123
10330 10 1.84213 1 16.2 4.83e-05 0.478606
10340 10 1.84213 1.2 15.9 7.65e-05 0.479371
10350 10 1.84213 1 18.5 0.0001176 0.480547
10360 10 1.85171 1.1 12.2 4.56e-05 0.481003
10370 10 1.85171 1.3 16.8 0.0001184 0.482187
10380 10 1.85171 1.1 19.8 0.0001196 0.483383
10390 10 1.85171 1 16.6 9.57e-05 0.48434
10400 10 1.85981 1.1 15.1 0.0001131 0.485471
10410 10 1.85981 1.1 20.1 9.11e-05 0.486382
10420 10 1.85981 1.2 25.8 0.0001384 0.487766
10430 10 1.85981 1.1 23.1 0.0001073 0.488839
10440 10 1.86255 1 18.7 6.24e-05 0.489463
10450 10 1.86255 1 12 6.41e-05 0.490104
10460 10 1.86255 1.2 12.7 0.000118 0.491284
10470 10 1.8711 1.1 17.5 7.11e-05 0.491995
10480 10 1.8711 1.3 28.6 0.0001426 0.493421
10490 10 1.87659 1.2 14.6 0.0001217 0.494638
10500 10 1.87659 1.5 36.4 0.0001528 0.496166
10510 10 1.87659 1.1 23.8 0.0001079 0.497245
10520 10 1.87659 1.2 18.1 0.0001164 0.498409
10530 10 1.87659 1 17.4 4e-05 0.498809
10540 10 1.87659 1.2 19.1 8.95e-05 0.499704
10550 10 1.87659 1 15.9 8.93e-05 0.500597
10560 10 1.88248 1.1 17.1 8.32e-05 0.501429
10570 10 1.88248 1.1 27.7 0.0001114 0.502543
10580 10 1.88248 1 23.6 6e-05 0.503143
10590 10 1.88248 1.1 12.2 0.0001073 0.504216
10600 10 1.88248 1.2 25 0.000122 0.505436
10610 10 1.88248 1 16.3 3.37e-05 0.505773
10620 10 1.89145 1.1 14.2 6.33e-05 0.506406
10630 10 1.89145 1.2 16.2 0.0001162 0.507568
10640 10 1.89145 1 15.5 4.9e-05 0.508058
10650 10 1.89145 1 16.5 5.87e-05 0.508645
10660 10 1.89945 1.2 14.9 0.0001139 0.509784
10670 10 1.9091 1.1 14.6 0.0001174 0.510958
10680 10 1.9091 1 13.5 4.41e-05 0.511399
10690 10 1.9091 1 16.2 6.03e-05 0.512002
10700 10 1.9091 1.4 26.2 0.0001358 0.51336
10710 10 1.9091 1.1 17.2 6.72e-05 0.514032
10720 10 1.9091 1 16.2 4.02e-05 0.514434
10730 10 1.91796 1.1 13.2 9.08e-05 0.515342
10740 10 1.92232 1.2 21.3 0.0001177 0.516519
10750 10 1.92232 1.2 20.3 0.0001147 0.517666
10760 10 1.92232 1.2 21.1 0.0001115 0.518781
10770 10 1.92232 1.2 18.7 0.0001083 0.519864
10780 10 1.92232 1.1 21.6 0.0001309 0.521173
10790 10 1.92232 1.2 17.6 4.58e-05 0.521631
10800 10 1.92232 1.1 21.2 7.76e-05 0.522407
10810 10 1.92232 1.1 16.1 5.64e-05 0.522971
10820 10 1.92983 1 20.6 8.99e-05 0.52387
10830 10 1.92983 1.2 24.3 9.53e-05 0.524823
10840 10 1.92983 1.2 20.4 0.0001307 0.52613
10850 10 1.92983 1 13.4 5.33e-05 0.526663
10860 10 1.92983 1.1 20.9 5.16e-05 0.527179
10870 10 1.92983 1.1 27.1 7.95e-05 0.527974
10880 10 1.92983 1.1 13.7 0.0001132 0.529106
10890 10 1.92983 1 20.5 5.76e-05 0.529682
10900 10 1.92983 1.1 19.4 0.0001174 0.530856
10910 10 1.92983 1 17.4 6.18e-05 0.531474
10920 10 1.92983 1.1 16.3 5.01e-05 0.531975
10930 10 1.92983 1.3 21 0.0001263 0.533238
10940 10 1.92983 1.1 25.7 0.0001174 0.534412
10950 10 1.92983 1.2 21 0.0001339 0.535751
10960 10 1.92983 1 14.5 0.0001232 0.536983
10970 10 1.92983 1.4 24.1 0.0001589 0.538572
10980 10 1.92983 1.1 20.3 0.0001275 0.539847
10990 10 1.92983 1.1 21 0.0001331 0.541178
11000 10 1.93345 1 24.4 6.95e-05 0.541873
11010 10 1.93345 1 13.1 7.5e-05 0.542623
11020 10 1.93345 1.2 17.7 0.0001252 0.543875
11030 10 1.93345 1.1 16.9 0.0001111 0.544986
11040 10 1.93345 1.1 20.5 0.0001286 0.546272
11050 10 1.93345 1.3 20.6 0.0001086 0.547358
11060 10 1.93345 1.2 17.4 0.0001596 0.548954
11070 10 1.93345 1 17.5 5.69e-05 0.549523
11080 10 1.93345 1.1 20.2 0.000123 0.550753
11090 10 1.93677 1 18.9 4.8e-05 0.551233
11100 10 1.93677 1.1 14.9 8.43e-05 0.552076
11110 10 1.93677 1.2 18.1 9.39e-05 0.553015
11120 10 1.93677 1 18.3 6.52e-05 0.553667
11130 10 1.93677 1.1 15 9.8e-05 0.554647
11140 10 1.93677 1 23.3 0.000103 0.555677
11150 10 1.93677 1.2 23.4 0.0001201 0.556878
11160 10 1.93677 1 22.6 5.15e-05 0.557393
11170 10 1.93677 1.1 19.2 0.000131 0.558703
11180 10 1.93677 1.1 16.7 0.0001109 0.559812
11190 10 1.93677 1 14.1 7.19e-05 0.560531
11200 10 1.93677 1.2 25 0.0001215 0.561746
11210 10 1.94538 1.2 20.8 0.0001083 0.562829
11220 10 1.94538 1.2 19.4 0.0001147 0.563976
11230 10 1.94538 1.1 17.5 7.1e-05 0.564686
11240 10 1.94538 1 22.1 0.0001093 0.565779
11250 10 1.94538 1.2 15.7 0.0001244 0.567023
11260 10 1.94538 1 19.8 0.0001217 0.56824
11270 10 1.94538 1 19.1 8.83e-05 0.569123
11280 10 1.94538 1.2 23.3 0.0001401 0.570524
11290 10 1.94538 1.1 20.8 0.0001262 0.571786
11300 10 1.94538 1.1 20.3 7.93e-05 0.572579
11310 10 1.94538 1.1 29.4 9.61e-05 0.57354
11320 10 1.94538 1.4 25.5 0.0001739 0.575279
11330 10 1.94538 1 21.5 5.16e-05 0.575795
11340 10 1.94538 1.1 16.2 6.55e-05 0.57645
11350 10 1.94538 1 13.8 4.48e-05 0.576898
11360 10 1.94538 1.1 14.6 8.54e-05 0.577752
11370 10 1.94538 1 19.7 8.09e-05 0.578561
11380 10 1.94538 1.3 18.1 0.0001162 0.579723
11390 10 1.94538 1 14 4.45e-05 0.580168
11400 10 1.94538 1.3 27.7 0.0001446 0.581614
11410 10 1.94538 1.3 25.9 0.000175 0.583364
11420 10 1.94538 1.1 14 6.44e-05 0.584008
11430 10 1.94538 1.1 14.9 0.0001008 0.585016
11440 10 1.94538 1.1 16.8 5.7e-05 0.585586
11450 10 1.94538 1 17.8 6.15e-05 0.586201
11460 10 1.94538 1.1 12.8 6.29e-05 0.58683
11470 10 1.94538 1.2 15.7 0.000132 0.58815
11480 10 1.94901 1.1 17.6 0.0001244 0.589394
11490 10 1.9532 1.1 16.6 0.0001151 0.590545
11500 10 1.9532 1.3 18.4 0.000139 0.591935
11510 10 1.9532 1.2 17.6 9.23e-05 0.592858
11520 10 1.9532 1 14.8 5e-05 0.593358
11530 10 1.9532 1.1 17.5 0.000102 0.594378
11540 10 1.9532 1.3 21 0.0001244 0.595622
11550 10 1.9532 1 21.2 0.0001325 0.596947
11560 10 1.96067 1.1 17.3 9.52e-05 0.597899
11570 10 1.96067 1.2 16.3 9.17e-05 0.598816
11580 10 1.96067 1.1 22 0.0001304 0.60012
11590 10 1.96067 1 11.2 0.0001203 0.601323
11600 10 1.96067 1.1 14 0.0001 0.602323
11610 10 1.96067 1.1 16.1 0.0001177 0.6035
11620 10 1.96067 1 14.5 4.26e-05 0.603926
11630 10 1.96421 1.1 18.9 0.0001223 0.605149
11640 10 1.96421 1.2 22.1 0.0001614 0.606763
11650 10 1.96421 1.1 18.9 0.0001285 0.608048
11660 10 1.96421 1 16.8 5.07e-05 0.608555
11670 10 1.96421 1.1 17.5 0.0001068 0.609623
11680 10 1.96421 1.2 21.5 0.0001528 0.611151
11690 10 1.9719 1.3 21 0.0001376 0.612527
11700 10 1.9719 1.2 20.6 9.27e-05 0.613454
11710 10 1.9719 1.1 15 9.03e-05 0.614357
11720 10 1.9719 1 18.5 5.23e-05 0.61488
11730 10 1.9719 1.3 26.2 0.0001725 0.616605
11740 10 1.9719 1.1 13.4 0.0001203 0.617808
11750 10 1.9719 1.1 19.9 7.09e-05 0.618517
11760 10 1.97759 1.1 18 0.0001296 0.619813
11770 10 1.97759 1.2 22.9 0.0001248 0.621061
11780 10 1.97759 1 16.5 4.12e-05 0.621473
11790 10 1.97759 1.1 18.9 0.0001292 0.622765
11800 10 1.97759 1.1 17 0.0001358 0.624123
11810 10 1.97759 1.2 16.1 0.0001544 0.625667
11820 10 1.97759 1.2 23.2 0.000143 0.627097
11830 10 1.97759 1 16.3 5.74e-05 0.627671
11840 10 1.97759 1.1 24.2 0.0001216 0.628887
11850 10 1.97759 1 16.4 4.42e-05 0.629329
11860 10 1.97759 1 19.8 5.69e-05 0.629898
11870 10 1.98742 1.2 15.3 8.99e-05 0.630797
11880 10 1.98742 1 15.4 5e-05 0.631297
11890 10 1.98742 1.1 17 0.0001213 0.63251
11900 10 1.98742 1.1 19.8 7.38e-05 0.633248
11910 10 1.98742 1.3 22.3 0.0001227 0.634475
11920 10 1.98742 1.2 22 0.0001437 0.635912
11930 10 1.98742 1.3 17.2 0.000165 0.637562
11940 10 1.98742 1 22.3 4.22e-05 0.637984
11950 10 1.98742 1.1 16.6 9.36e-05 0.63892
11960 10 1.98742 1 20.9 8.27e-05 0.639747
11970 10 1.98742 1.1 15.6 0.0001095 0.640842
11980 10 1.98742 1.1 21.5 0.0001296 0.642138
11990 10 1.98742 1.2 16.5 0.0001665 0.643803
12000 10 1.98742 1.1 23.3 8.76e-05 0.644679
12010 10 1.98742 1.1 15.1 0.0001191 0.64587
12020 10 1.98742 1.1 14 0.0001095 0.646965
12030 10 1.98742 1 16.9 6.62e-05 0.647627
12040 10 1.98742 1.3 19.5 0.0001384 0.649011
12050 10 1.98742 1.5 19.3 0.0001598 0.650609
12060 10 1.98742 1 18 6.08e-05 0.651217
12070 10 1.98742 1 13 6.69e-05 0.651886
12080 10 1.99539 1.1 16.3 6.15e-05 0.652501
12090 10 2.00335 1 13.7 4.38e-05 0.652939
12100 10 2.00335 1.1 16 0.0001465 0.654404
12110 10 2.00335 1.1 23.2 6.22e-05 0.655026
12120 10 2.00335 1.1 20.6 0.0001327 0.656353
12130 10 2.00335 1.1 16.1 8.88e-05 0.657241
12140 10 2.00335 1 13.5 6.57e-05 0.657898
12150 10 2.00335 1.2 22.5 0.0001207 0.659105
12160 10 2.00983 1 11.4 5.97e-05 0.659702
12170 10 2.01873 1.1 28.3 0.0001005 0.660707
12180 10 2.01873 1 16.5 0.0001315 0.662022
12190 10 2.01873 1.1 21.6 0.0001332 0.663354
12200 10 2.01873 1.2 27.7 0.0001229 0.664583
12210 10 2.01873 1.2 18.4 0.0001491 0.666074
12220 10 2.01873 1.1 22.6 0.0001288 0.667362
12230 10 2.01873 1 14.4 9.86e-05 0.668348
12240 10 2.01873 1.1 16 0.0001403 0.669751
12250 10 2.01873 1 18.1 4.81e-05 0.670232
12260 10 2.01873 1 16.8 7.87e-05 0.671019
12270 10 2.01873 1.1 15.5 8.98e-05 0.671917
12280 10 2.01873 1.3 18 0.0001572 0.673489
12290 10 2.01873 1 15.1 4.64e-05 0.673953
12300 10 2.01873 1.1 22.3 6.91e-05 0.674644
12310 10 2.01873 1.1 19.6 0.0001115 0.675759
12320 10 2.01873 1 21.2 9.33e-05 0.676692
12330 10 2.01873 1 19 4.32e-05 0.677124
12340 10 2.01873 1.1 19.6 0.0001334 0.678458
12350 10 2.01873 1 21 7.43e-05 0.679201
12360 10 2.02824 1.1 16.7 0.0001405 0.680606
12370 10 2.02824 1.2 29.2 0.0001657 0.682263
12380 10 2.03011 1 13.5 7.14e-05 0.682977
12390 10 2.03011 1.3 21.2 0.0001505 0.684482
12400 10 2.03343 1 17.6 5.88e-05 0.68507
12410 10 2.03343 1.2 21.8 0.0001207 0.686277
12420 10 2.03343 1.3 19.4 0.0001678 0.687955
12430 10 2.03896 1 22.5 0.0001045 0.689
12440 10 2.03896 1.2 16 8.6e-05 0.68986
12450 10 2.03896 1 20.8 7.01e-05 0.690561
12460 10 2.03896 1.2 12.9 9.65e-05 0.691526
12470 10 2.03896 1 17.1 4.28e-05 0.691954
12480 10 2.03896 1.2 23 0.0001161 0.693115
12490 10 2.03896 1.2 16.7 9.3e-05 0.694045
12500 10 2.03896 1.2 19.8 0.0001312 0.695357
12510 10 2.03896 1 13.1 4.64e-05 0.695821
12520 10 2.03896 1 13 8.76e-05 0.696697
12530 10 2.03896 1 23.2 5.58e-05 0.697255
12540 10 2.03896 1.1 15.9 6.28e-05 0.697883
12550 10 2.03896 1.1 17.3 0.0001006 0.698889
12560 10 2.03896 1.2 22.5 0.0001334 0.700223
12570 10 2.03896 1.2 25.3 0.0001517 0.70174
12580 10 2.03896 1.1 15 0.0001002 0.702742
12590 10 2.03896 1.1 15 8.74e-05 0.703616
12600 10 2.03896 1.1 13.1 7.23e-05 0.704339
12610 10 2.03896 1 20.4 6.8e-05 0.705019
12620 10 2.03896 1.3 20.5 0.0001804 0.706823
12630 10 2.03896 1.2 11.4 0.0001377 0.7082
12640 10 2.03896 1.1 19.9 0.0001336 0.709536
12650 10 2.03896 1.4 16.9 0.0001495 0.711031
12660 10 2.0406 1.6 22.9 0.0002136 0.713167
12670 10 2.05386 1 15.4 0.0001004 0.714171
12680 10 2.05386 1 17.1 7.81e-05 0.714952
12690 10 2.05386 1.1 31.6 7.98e-05 0.71575
12700 10 2.05386 1.2 19.9 0.0001411 0.717161
12710 10 2.05742 1 17.6 0.0001484 0.718645
12720 10 2.05742 1 19 5.32e-05 0.719177
12730 10 2.05742 1 15.5 7.13e-05 0.71989
12740 10 2.06478 1 21.2 5.3e-05 0.72042
12750 10 2.06478 1.1 15 6.17e-05 0.721037
12760 10 2.06478 1 17.1 4.41e-05 0.721478
12770 10 2.06478 1.1 12.8 0.0001209 0.722687
12780 10 2.06478 1.1 19 9.57e-05 0.723644
12790 10 2.06478 1.1 23.3 0.000126 0.724904
12800 10 2.06478 1.2 20 0.0001608 0.726512
12810 10 2.06478 1.1 18.5 0.0001282 0.727794
12820 10 2.06478 1.1 19.1 0.0001157 0.728951
12830 10 2.06478 1.1 24.2 0.0001571 0.730522
12840 10 2.06478 1 17.8 6.92e-05 0.731214
12850 10 2.06478 1.1 15.2 0.0001508 0.732722
12860 10 2.08209 1 15.2 6.23e-05 0.733345
12870 10 2.08209 1.2 16.3 0.0001372 0.734717
12880 10 2.08209 1.1 16.1 0.0001532 0.736249
12890 10 2.08209 1.1 19.8 0.0001428 0.737677
12900 10 2.08209 1.5 18.2 0.0001576 0.739253
12910 10 2.08209 1.2 20.3 0.000139 0.740643
12920 10 2.08209 1.2 23 0.0001497 0.74214
12930 10 2.0912 1.1 24.1 6.95e-05 0.742835
12940 10 2.0912 1.2 22.6 0.0001228 0.744063
12950 10 2.0912 1.3 30.9 0.0001771 0.745834
12960 10 2.0912 1.1 14.4 0.0001413 0.747247
12970 10 2.09487 1 15.3 5.56e-05 0.747803
12980 10 2.09487 1.1 21.2 0.0001438 0.749241
12990 10 2.09487 1.1 23.8 0.0001526 0.750767
13000 10 2.09487 1 14.9 8.74e-05 0.751641
13010 10 2.09487 1.3 18.3 0.0001869 0.75351
13020 10 2.09487 1 15.2 4.1e-05 0.75392
13030 10 2.09487 1.1 16.8 8.62e-05 0.754782
13040 10 2.09487 1.2 17.7 0.0001222 0.756004
13050 10 2.09487 1.1 19.3 0.0001317 0.757321
13060 10 2.09487 1 16.9 7.52e-05 0.758073
13070 10 2.09487 1.2 26.7 0.0001579 0.759652
13080 10 2.09487 1.1 18.2 0.0001601 0.761253
13090 10 2.09487 1 15.2 8.34e-05 0.762087
13100 10 2.09487 1.2 18.7 0.0001717 0.763804
13110 10 2.09487 1.1 14.1 0.0001283 0.765087
13120 10 2.09487 1.1 16.9 8.51e-05 0.765938
13130 10 2.09487 1.1 28.5 0.0001452 0.76739
13140 10 2.09487 1.2 18.4 0.0001193 0.768583
13150 10 2.09487 1 18.2 0.0001134 0.769717
13160 10 2.09487 1.1 14.7 0.0001018 0.770735
13170 10 2.09487 1 13.2 6.63e-05 0.771398
13180 10 2.09487 1 16.1 9.64e-05 0.772362
13190 10 2.09487 1 18.5 5.55e-05 0.772917
13200 10 2.09487 1 16.9 5.64e-05 0.773481
13210 10 2.09487 1 18 7.25e-05 0.774206
13220 10 2.09487 1 13.3 4.19e-05 0.774625
13230 10 2.09487 1 15.4 9.16e-05 0.775541
13240 10 2.09487 1 15.5 5.04e-05 0.776045
13250 10 2.09487 1.3 16.5 0.0001294 0.777339
13260 10 2.09487 1 13.2 0.0001092 0.778431
13270 10 2.09487 1.1 20.1 0.0001102 0.779533
13280 10 2.09487 1.1 17.4 0.000146 0.780993
13290 10 2.09487 1 17.6 6.42e-05 0.781635
13300 10 2.09487 1.1 13 0.0001243 0.782878
13310 10 2.09487 1 14 4.42e-05 0.78332
13320 10 2.09487 1.2 14.6 0.000174 0.78506
13330 10 2.09487 1 14.6 6.22e-05 0.785682
13340 10 2.09487 1.2 22.7 0.0001849 0.787531
13350 10 2.09487 1.3 26.5 0.0001634 0.789165
13360 10 2.09487 1.1 20.1 0.0001444 0.790609
13370 10 2.09487 1 17.7 9.84e-05 0.791593
13380 10 2.09487 1.1 18.7 8.47e-05 0.79244
13390 10 2.09487 1 19.1 0.0001777 0.794217
13400 10 2.09487 1 18.6 7.68e-05 0.794985
13410 10 2.09487 1.1 18.8 7.47e-05 0.795732
13420 10 2.09487 1.2 11.9 0.0001127 0.796859
13430 10 2.09487 1 14.5 4.69e-05 0.797328
13440 10 2.09487 1.1 17.6 0.0001479 0.798807
13450 10 2.10386 1.2 15.7 0.0001126 0.799933
13460 10 2.10386 1 12.7 4.31e-05 0.800364
13470 10 2.10386 1.1 16.9 0.0001501 0.801865
13480 10 2.10386 1.1 17.5 0.0001101 0.802966
13490 10 2.10672 1.1 19.9 0.0001499 0.804465
13500 10 2.10672 1.2 21.3 0.0001129 0.805594
13510 10 2.10672 1.1 15.5 0.000143 0.807024
13520 10 2.10672 1 23.9 9.06e-05 0.80793
13530 10 2.10672 1 15.9 5.69e-05 0.808499
13540 10 2.10672 1.1 17.5 0.0001436 0.809935
13550 10 2.11476 1 15.6 7.01e-05 0.810636
13560 10 2.11476 1.3 17.3 0.0001601 0.812237
13570 10 2.11476 1 22.5 9.71e-05 0.813208
13580 10 2.11476 1.1 14.3 0.0001113 0.814321
13590 10 2.11476 1.1 22.5 0.0001261 0.815582
13600 10 2.11476 1.1 22.3 9.73e-05 0.816555
13610 10 2.11476 1 23.3 0.0001319 0.817874
13620 10 2.11476 1.2 18.5 0.0001733 0.819607
13630 10 2.11476 1.3 23.2 0.0001958 0.821565
13640 10 2.11538 1.1 24.3 0.0001 0.822565
13650 10 2.12297 1.2 16.3 0.0001618 0.824183
13660 10 2.12297 1.1 15.9 0.0001463 0.825646
13670 10 2.12297 1.2 21.4 0.0001485 0.827131
13680 10 2.12297 1.2 25.9 0.0001634 0.828765
13690 10 2.12297 1 15.3 4.94e-05 0.829259
13700 10 2.12297 1 9.8 5.92e-05 0.829851
13710 10 2.12297 1.1 18.5 5.83e-05 0.830434
13720 10 2.12297 1.1 18.2 0.0001378 0.831812
13730 10 2.12297 1.1 17.2 9.63e-05 0.832775
13740 10 2.12297 1.2 18 0.0001698 0.834473
13750 10 2.12297 1 15.6 8.2e-05 0.835293
13760 10 2.12297 1 13.6 4.53e-05 0.835746
13770 10 2.12297 1 23.9 6.26e-05 0.836372
13780 10 2.12297 1.2 16 0.0001404 0.837776
13790 10 2.12297 1 14.9 6.78e-05 0.838454
13800 10 2.12297 1.2 13.5 0.0001481 0.839935
13810 10 2.12297 1.1 16.5 0.0001007 0.840942
13820 10 2.12297 1.1 20.5 0.0001478 0.84242
13830 10 2.12297 1.2 19.6 9.22e-05 0.843342
13840 10 2.12297 1.1 22.6 0.0001877 0.845219
13850 10 2.12297 1 21.8 5.74e-05 0.845793
13860 10 2.12297 1.2 15.1 0.0001699 0.847492
13870 10 2.12297 1.1 15.6 8.23e-05 0.848315
13880 10 2.12297 1.1 15.5 0.0001292 0.849607
13890 10 2.12297 1.2 25.9 0.0001559 0.851166
13900 10 2.12297 1 11.4 4.53e-05 0.851619
13910 10 2.12297 1 16.8 5.66e-05 0.852185
13920 10 2.12297 1.1 10.8 4.93e-05 0.852678
13930 10 2.12297 1 13.6 4.62e-05 0.85314
13940 10 2.12297 1.3 19.8 0.0001655 0.854795
13950 10 2.12297 1.1 15.5 6.39e-05 0.855434
13960 10 2.12297 1.2 17.9 0.0001524 0.856958
13970 10 2.12297 1 13.3 5.7e-05 0.857528
13980 10 2.12297 1 14.6 4.7e-05 0.857998
13990 10 2.12297 1.1 17.8 9.69e-05 0.858967
14000 10 2.12297 1 19.4 6.31e-05 0.859598
14010 10 2.12297 1.1 23.7 0.0001646 0.861244
14020 10 2.12297 1 13.5 4.53e-05 0.861697
14030 10 2.12297 1 16.1 6.93e-05 0.86239
14040 10 2.12297 1 12.7 4.89e-05 0.862879
14050 10 2.12297 1 21.7 7.22e-05 0.863601
14060 10 2.12297 1.1 23.4 0.0001697 0.865298
14070 10 2.12297 1 12.5 0.000128 0.866578
14080 10 2.12297 1 11.1 5.01e-05 0.867079
14090 10 2.12297 1 26.4 0.0001091 0.86817
14100 10 2.12914 1 19.8 6.15e-05 0.868785
14110 10 2.12914 1.3 15.9 0.0001626 0.870411
14120 10 2.12914 1 13.2 9.07e-05 0.871318
14130 10 2.12914 1 17.4 6.13e-05 0.871931
14140 10 2.12914 1.1 21.9 8.82e-05 0.872813
14150 10 2.12914 1.2 25.1 0.0001536 0.874349
14160 10 2.12914 1 21.1 0.0001669 0.876018
14170 10 2.12914 1.2 16.2 0.0001583 0.877601
14180 10 2.12914 1 12.5 6.14e-05 0.878215
14190 10 2.12914 1 13.8 0.0001281 0.879496
14200 10 2.12914 1 21.1 9.95e-05 0.880491
14210 10 2.12914 1.1 17.1 0.0001576 0.882067
14220 10 2.12914 1 15.4 8.02e-05 0.882869
14230 10 2.12914 1.3 18.1 0.0001796 0.884665
14240 10 2.12914 1 20.5 4.95e-05 0.88516
14250 10 2.12914 1 23.1 6.6e-05 0.88582
14260 10 2.13813 1.2 17.3 0.0001442 0.887262
14270 10 2.1424 1 13 4.09e-05 0.887671
14280 10 2.1424 1 21.2 0.0001042 0.888713
14290 10 2.15085 1.2 14 0.000109 0.889803
14300 10 2.16005 1 15.9 5.26e-05 0.890329
14310 10 2.16005 1.2 13.1 0.0001456 0.891785
14320 10 2.16005 1.1 18.7 0.0001596 0.893381
14330 10 2.16005 1 12.6 5.68e-05 0.893949
14340 10 2.16005 1 20.1 0.0001336 0.895285
14350 10 2.16005 1.4 21 0.0002148 0.897433
14360 10 2.16005 1.1 14.7 8.97e-05 0.89833
14370 10 2.16005 1 23.2 8.48e-05 0.899178
14380 10 2.16746 1.1 16 8.76e-05 0.900054
14390 10 2.16746 1 14.6 4.18e-05 0.900472
14400 10 2.16746 1 14 7.71e-05 0.901243
14410 10 2.16746 1 18.6 0.0001041 0.902284
14420 10 2.16746 1.1 18.8 8.71e-05 0.903155
14430 10 2.16746 1 16.1 0.0001131 0.904286
14440 10 2.16746 1.1 20.5 7.09e-05 0.904995
14450 10 2.16746 1.1 18.4 0.0001488 0.906483
14460 10 2.16746 1.1 18.3 9.86e-05 0.907469
14470 10 2.16746 1.1 19.9 0.0001648 0.909117
14480 10 2.16746 1.2 24.2 0.0001222 0.910339
