# Step NumNew Radius InverseSuccessRatio JumpsPerParticle SecPerParticle TotalRunTime
4790 10 1.24285 1.1 14.7 4.14e-05 0.108574
4800 10 1.24285 1.1 22.2 4.91e-05 0.109065
4810 10 1.25075 1 11.4 2.97e-05 0.109362
4820 10 1.25075 1.1 17.6 5e-05 0.109862
4830 10 1.26516 1 10.1 2.01e-05 0.110063
4840 10 1.26583 1 23.8 4.84e-05 0.110547
4850 10 1.27476 1.2 18.2 5.46e-05 0.111093
4860 10 1.27476 1.1 11.3 4.56e-05 0.111549
4870 10 1.27476 1.2 23.1 5.57e-05 0.112106
4880 10 1.27744 1.3 20.9 6.65e-05 0.112771
4890 10 1.27744 1.3 23.4 5.75e-05 0.113346
4900 10 1.27744 1.1 21.2 4.8e-05 0.113826
4910 10 1.27744 1.1 16.3 3.75e-05 0.114201
4920 10 1.27744 1 12.5 2.39e-05 0.11444
4930 10 1.27744 1 12.5 5.14e-05 0.114954
4940 10 1.27744 1.2 19.7 6.46e-05 0.1156
4950 10 1.27744 1 15 3.35e-05 0.115935
4960 10 1.27893 1.1 18 5.47e-05 0.116482
4970 10 1.27893 1 13.4 2.85e-05 0.116767
4980 10 1.28844 1.1 13.7 3.75e-05 0.117142
4990 10 1.28844 1.1 16.7 4.44e-05 0.117586
5000 10 1.28844 1.3 24.5 7.13e-05 0.118299
5010 10 1.28844 1 21.4 2.59e-05 0.118558
5020 10 1.29625 1.2 19.4 4.78e-05 0.119036
5030 10 1.29625 1.2 18.2 5.58e-05 0.119594
5040 10 1.29625 1.1 15.9 4.99e-05 0.120093
5050 10 1.29625 1.1 15.7 4.51e-05 0.120544
5060 10 1.29625 1 16.1 4.72e-05 0.121016
5070 10 1.29625 1 16.6 3.75e-05 0.121391
5080 10 1.29625 1 19.1 3.11e-05 0.121702
5090 10 1.30473 1.2 20.4 4.97e-05 0.122199
5100 10 1.30473 1.2 23.1 6.23e-05 0.122822
5110 10 1.30802 1 13.7 3.08e-05 0.12313
5120 10 1.30802 1 15.7 2.71e-05 0.123401
5130 10 1.31409 1.1 13.6 3.63e-05 0.123764
5140 10 1.32302 1 15 2.86e-05 0.12405
5150 10 1.32302 1.2 20.6 6.34e-05 0.124684
5160 10 1.3302 1 24.8 3.76e-05 0.12506
5170 10 1.3302 1.4 27.5 7.72e-05 0.125832
5180 10 1.3302 1.1 17.5 4.88e-05 0.12632
5190 10 1.3302 1.1 16.4 4.74e-05 0.126794
5200 10 1.33545 1 14 4.55e-05 0.127249
5210 10 1.33545 1.1 18.7 5.57e-05 0.127806
5220 10 1.33545 1.2 25.9 5.92e-05 0.128398
5230 10 1.34345 1 16.1 4.64e-05 0.128862
5240 10 1.34345 1.2 17.3 5.43e-05 0.129405
5250 10 1.34345 1.1 12.7 4.77e-05 0.129882
5260 10 1.34345 1.2 15.9 5.63e-05 0.130445
5270 10 1.34345 1.3 24.5 6.14e-05 0.131059
5280 10 1.34345 1.2 22.4 5.24e-05 0.131583
5290 10 1.34345 1.1 13.4 5.48e-05 0.132131
5300 10 1.34345 1 12.6 3.7e-05 0.132501
5310 10 1.34345 1 17.1 3.32e-05 0.132833
5320 10 1.34345 1.1 17.5 4.52e-05 0.133285
5330 10 1.34345 1.1 16.1 6.03e-05 0.133888
5340 10 1.34345 1.2 23.7 5.66e-05 0.134454
5350 10 1.34345 1.1 26.6 4.65e-05 0.134919
5360 10 1.34345 1 16.5 3.11e-05 0.13523
5370 10 1.34345 1.3 24.9 5.72e-05 0.135802
5380 10 1.34345 1 18.3 6.18e-05 0.13642
5390 10 1.34345 1.3 17.1 6.94e-05 0.137114
5400 10 1.34345 1 15.7 3.55e-05 0.137469
5410 10 1.34345 1.2 22.4 6.79e-05 0.138148
5420 10 1.34345 1 22.9 5.75e-05 0.138723
5430 10 1.34345 1.2 19.9 5.53e-05 0.139276
5440 10 1.34345 1.2 13.9 6.43e-05 0.139919
5450 10 1.34345 1.1 24.2 5.68e-05 0.140487
5460 10 1.34345 1.1 20.6 5.75e-05 0.141062
5470 10 1.34783 1.2 13.4 5.21e-05 0.141583
5480 10 1.34783 1.2 25 5.84e-05 0.142167
5490 10 1.34783 1 20.2 3.09e-05 0.142476
5500 10 1.34783 1.1 19.5 4.66e-05 0.142942
5510 10 1.34783 1.1 21 5.48e-05 0.14349
5520 10 1.35076 1.2 18.4 6.77e-05 0.144167
5530 10 1.35076 1 17.4 2.89e-05 0.144456
5540 10 1.35076 1.1 19.8 5.13e-05 0.144969
5550 10 1.35076 1.1 21.8 6.65e-05 0.145634
5560 10 1.35076 1 22 3.93e-05 0.146027
5570 10 1.35076 1.1 21.6 5.51e-05 0.146578
5580 10 1.35076 1.2 20.8 6.7e-05 0.147248
5590 10 1.35076 1 12.2 2.92e-05 0.14754
5600 10 1.35076 1 22.7 5.59e-05 0.148099
5610 10 1.35699 1.5 34.8 0.0001026 0.149125
5620 10 1.35699 1 19.8 2.66e-05 0.149391
5630 10 1.36602 1.1 17.7 4.88e-05 0.149879
5640 10 1.36602 1 15.9 2.96e-05 0.150175
5650 10 1.36602 1 19 5.42e-05 0.150717
5660 10 1.36602 1.2 13.2 5.45e-05 0.151262
5670 10 1.37011 1.1 14.1 3.73e-05 0.151635
5680 10 1.37011 1.2 19.8 6.74e-05 0.152309
5690 10 1.37011 1 15.1 3.57e-05 0.152666
5700 10 1.37011 1.1 18.8 6.16e-05 0.153282
5710 10 1.37011 1.5 25.4 8.29e-05 0.154111
5720 10 1.37011 1.3 16 5.46e-05 0.154657
5730 10 1.37011 1 19.8 3.97e-05 0.155054
5740 10 1.37011 1.1 17.3 4.81e-05 0.155535
5750 10 1.37011 1.1 20.4 6.6e-05 0.156195
5760 10 1.37011 1 16.6 3.15e-05 0.15651
5770 10 1.37011 1 15.2 4.52e-05 0.156962
5780 10 1.37011 1.3 16.1 5.97e-05 0.157559
5790 10 1.37011 1 25.7 4.35e-05 0.157994
5800 10 1.37011 1 25.2 6.16e-05 0.15861
5810 10 1.37011 1 16.6 4.91e-05 0.159101
5820 10 1.37017 1.1 13.2 5.25e-05 0.159626
5830 10 1.37017 1.1 19.8 5.66e-05 0.160192
5840 10 1.37271 1.1 17.9 6.58e-05 0.16085
5850 10 1.38025 1.1 17.1 5.55e-05 0.161405
5860 10 1.38025 1 14.7 3.05e-05 0.16171
5870 10 1.38025 1 17.6 4.66e-05 0.162176
5880 10 1.38025 1.1 18 5.05e-05 0.162681
5890 10 1.38025 1.1 20.7 6.56e-05 0.163337
5900 10 1.39007 1 18.4 5.17e-05 0.163854
5910 10 1.39007 1.1 15.6 5.47e-05 0.164401
5920 10 1.39007 1.2 16.9 6.19e-05 0.16502
5930 10 1.39007 1.3 16.2 6.72e-05 0.165692
5940 10 1.39007 1 15.8 3.79e-05 0.166071
5950 10 1.39007 1.1 17.1 6.13e-05 0.166684
5960 10 1.39007 1.2 18.4 5.54e-05 0.167238
5970 10 1.39007 1 16.1 3.6e-05 0.167598
5980 10 1.39007 1 18.3 5.61e-05 0.168159
5990 10 1.39007 1.1 20.1 6.16e-05 0.168775
6000 10 1.39007 1.1 22.7 4.4e-05 0.169215
6010 10 1.39007 1 15.7 3.27e-05 0.169542
6020 10 1.39007 1 12.4 2.54e-05 0.169796
6030 10 1.39007 1 13.4 3.27e-05 0.170123
6040 10 1.39007 1.3 23.3 7.49e-05 0.170872
6050 10 1.39927 1.2 28.1 7.17e-05 0.171589
6060 10 1.39927 1 22.9 5.54e-05 0.172143
6070 10 1.39927 1.1 22.9 6.32e-05 0.172775
6080 10 1.39965 1.1 19.1 5.62e-05 0.173337
6090 10 1.39965 1 10.5 2.27e-05 0.173564
6100 10 1.39965 1.1 17.1 4.61e-05 0.174025
6110 10 1.39965 1.4 26.2 7.56e-05 0.174781
6120 10 1.39965 1 13.4 3.71e-05 0.175152
6130 10 1.40834 1 21.3 4.05e-05 0.175557
6140 10 1.40834 1.1 14.3 5.43e-05 0.1761
6150 10 1.40834 1.2 24.5 6.81e-05 0.176781
6160 10 1.40834 1 12.2 5.42e-05 0.177323
6170 10 1.40834 1.1 17.1 5.61e-05 0.177884
6180 10 1.40834 1 18.2 5.79e-05 0.178463
6190 10 1.40834 1.1 15.2 6.15e-05 0.179078
6200 10 1.40834 1.1 22.6 6.03e-05 0.179681
6210 10 1.40834 1.1 13.5 5.62e-05 0.180243
6220 10 1.40834 1.2 18 6.09e-05 0.180852
6230 10 1.40834 1.2 12.4 5.94e-05 0.181446
6240 10 1.40834 1 19.3 5.83e-05 0.182029
6250 10 1.40834 1.2 16.7 5.91e-05 0.18262
6260 10 1.40834 1.1 24.4 6.77e-05 0.183297
6270 10 1.41341 1.2 20.5 6.56e-05 0.183953
6280 10 1.41341 1 14.5 5.81e-05 0.184534
6290 10 1.41341 1.1 14.6 5.38e-05 0.185072
6300 10 1.41341 1.3 24.4 7.98e-05 0.18587
6310 10 1.42034 1 17 3.57e-05 0.186227
6320 10 1.42034 1.2 15.4 6.6e-05 0.186887
6330 10 1.42034 1 11.8 2.9e-05 0.187177
6340 10 1.42034 1.3 25.2 7.48e-05 0.187925
6350 10 1.42034 1.1 18.8 5.2e-05 0.188445
6360 10 1.42034 1.2 22.8 7.46e-05 0.189191
6370 10 1.42034 1.1 15.1 6.52e-05 0.189843
6380 10 1.42034 1.1 17 5.12e-05 0.190355
6390 10 1.42034 1.1 16.6 6.43e-05 0.190998
6400 10 1.42777 1.1 13.3 5.59e-05 0.191557
6410 10 1.42777 1.1 15.6 6.28e-05 0.192185
6420 10 1.43685 1 18.1 3.3e-05 0.192515
6430 10 1.43685 1.3 24.7 9.97e-05 0.193512
6440 10 1.44443 1 18.8 4.14e-05 0.193926
6450 10 1.44443 1.1 18.6 5.3e-05 0.194456
6460 10 1.44443 1.1 17.3 3.35e-05 0.194791
6470 10 1.44443 1 18.9 9.16e-05 0.195707
6480 10 1.44443 1.1 18.3 5.53e-05 0.19626
6490 10 1.44443 1.3 18.3 6.92e-05 0.196952
6500 10 1.44443 1 15.9 5.52e-05 0.197504
6510 10 1.44443 1.1 17.4 6.2e-05 0.198124
6520 10 1.44443 1 16.5 3.52e-05 0.198476
6530 10 1.45004 1 14.5 4.71e-05 0.198947
6540 10 1.45004 1.2 11.9 5.49e-05 0.199496
6550 10 1.45004 1.2 19.4 6.45e-05 0.200141
6560 10 1.45004 1.1 16.7 6.12e-05 0.200753
6570 10 1.45004 1 14.1 3.31e-05 0.201084
6580 10 1.45004 1 18.5 6.22e-05 0.201706
6590 10 1.45004 1.1 20.6 4.96e-05 0.202202
6600 10 1.45004 1 14.3 3.99e-05 0.202601
6610 10 1.457 1 15 5.97e-05 0.203198
6620 10 1.457 1.4 16.8 8.16e-05 0.204014
6630 10 1.457 1 14.2 6.13e-05 0.204627
6640 10 1.457 1.2 25.3 6.62e-05 0.205289
6650 10 1.457 1 16.8 3.52e-05 0.205641
6660 10 1.46462 1.1 16.6 5.05e-05 0.206146
6670 10 1.46462 1.1 18.8 5.59e-05 0.206705
6680 10 1.46462 1.2 25 0.0001023 0.207728
6690 10 1.46462 1.1 20 6.85e-05 0.208413
6700 10 1.46462 1 18.6 3.49e-05 0.208762
6710 10 1.46932 1 15 3.44e-05 0.209106
6720 10 1.46932 1.1 15.6 5.81e-05 0.209687
6730 10 1.46932 1.1 15.2 7.08e-05 0.210395
6740 10 1.46932 1 9.2 2.47e-05 0.210642
6750 10 1.46932 1.3 24.8 7.01e-05 0.211343
6760 10 1.47776 1.2 21 6.61e-05 0.212004
6770 10 1.47776 1 12.5 6.16e-05 0.21262
6780 10 1.47776 1 14.9 4.26e-05 0.213046
6790 10 1.47776 1 16.9 5.85e-05 0.213631
6800 10 1.48589 1.1 11.1 5.99e-05 0.21423
6810 10 1.48589 1 19.6 4.74e-05 0.214704
6820 10 1.48589 1.1 15.6 6.1e-05 0.215314
6830 10 1.48589 1 16.7 4.09e-05 0.215723
6840 10 1.48589 1 17.2 4.6e-05 0.216183
6850 10 1.48589 1 20.7 3.95e-05 0.216578
6860 10 1.48589 1 11.9 3.41e-05 0.216919
6870 10 1.48589 1.1 17.8 6.42e-05 0.217561
6880 10 1.48589 1.1 15.5 7e-05 0.218261
6890 10 1.48589 1.1 14.3 4.99e-05 0.21876
6900 10 1.48589 1.2 22.9 8.67e-05 0.219627
6910 10 1.48589 1.1 15.9 5.78e-05 0.220205
6920 10 1.48589 1.2 25.5 8.66e-05 0.221071
6930 10 1.48589 1 11.1 3.77e-05 0.221448
6940 10 1.48589 1.1 18 6.96e-05 0.222144
6950 10 1.48589 1.1 16.4 7.3e-05 0.222874
6960 10 1.49135 1.3 17.8 7.5e-05 0.223624
6970 10 1.49135 1.1 17.9 5.62e-05 0.224186
6980 10 1.49135 1 10.7 3.28e-05 0.224514
6990 10 1.49135 1.1 19.7 6.8e-05 0.225194
7000 10 1.49135 1.2 18.3 7.75e-05 0.225969
7010 10 1.49135 1.2 17.3 8.24e-05 0.226793
7020 10 1.49135 1 16.9 4.67e-05 0.22726
7030 10 1.49914 1 15.8 3.61e-05 0.227621
7040 10 1.49914 1.1 14.6 7.34e-05 0.228355
7050 10 1.49914 1.4 20.4 7.41e-05 0.229096
7060 10 1.49914 1.1 21.8 7.82e-05 0.229878
7070 10 1.49914 1.1 17.9 6.31e-05 0.230509
7080 10 1.49914 1.1 18.6 6.99e-05 0.231208
7090 10 1.49914 1.1 20.5 7.12e-05 0.23192
7100 10 1.49914 1 15.5 6.19e-05 0.232539
7110 10 1.49914 1 13.9 4.01e-05 0.23294
7120 10 1.49914 1.3 18.7 8.83e-05 0.233823
7130 10 1.49914 1.2 20.5 7.87e-05 0.23461
7140 10 1.49914 1.1 16.4 7.87e-05 0.235397
7150 10 1.49914 1 14.2 3.72e-05 0.235769
7160 10 1.49914 1.1 23 8.86e-05 0.236655
7170 10 1.49914 1.2 24.1 8.5e-05 0.237505
7180 10 1.49914 1.4 22.7 9.69e-05 0.238474
7190 10 1.49914 1 15 5.22e-05 0.238996
7200 10 1.49914 1.1 16.5 7.3e-05 0.239726
7210 10 1.49914 1 14.8 3.33e-05 0.240059
7220 10 1.49914 1.1 14.6 6.03e-05 0.240662
7230 10 1.49914 1.2 21 8.12e-05 0.241474
7240 10 1.50577 1.2 15.9 8.36e-05 0.24231
7250 10 1.50577 1.1 15.7 4.88e-05 0.242798
7260 10 1.50577 1.1 12.7 6.95e-05 0.243493
7270 10 1.50577 1 17.3 5.25e-05 0.244018
7280 10 1.50577 1 21.7 4.95e-05 0.244513
7290 10 1.50577 1 21.5 6.85e-05 0.245198
7300 10 1.50577 1 21.8 4.84e-05 0.245682
7310 10 1.50577 1.2 17.9 7.51e-05 0.246433
7320 10 1.50577 1.2 14.2 6.9e-05 0.247123
7330 10 1.50577 1.2 16.8 7.49e-05 0.247872
7340 10 1.50577 1 9.6 3.28e-05 0.2482
7350 10 1.50577 1.1 18.3 6.67e-05 0.248867
7360 10 1.50577 1 17.1 6.02e-05 0.249469
7370 10 1.50577 1.1 15.4 6.58e-05 0.250127
7380 10 1.50577 1.2 19 7.24e-05 0.250851
7390 10 1.51121 1 14.6 4.73e-05 0.251324
7400 10 1.51121 1.1 16.1 6.86e-05 0.25201
7410 10 1.51121 1.3 28.1 9.06e-05 0.252916
7420 10 1.51121 1.2 23.7 8.82e-05 0.253798
7430 10 1.51527 1 14.2 6.74e-05 0.254472
7440 10 1.51527 1.1 19.6 8.15e-05 0.255287
7450 10 1.52277 1.1 16.9 3.64e-05 0.255651
7460 10 1.52277 1 15.5 3.65e-05 0.256016
7470 10 1.52277 1 22 7.32e-05 0.256748
7480 10 1.52277 1 10.3 3.37e-05 0.257085
7490 10 1.52277 1.1 18 7.47e-05 0.257832
7500 10 1.52277 1.2 17 8.03e-05 0.258635
7510 10 1.52277 1.1 15.1 5.64e-05 0.259199
7520 10 1.52277 1 14.4 3.87e-05 0.259586
7530 10 1.52277 1 15.3 6.49e-05 0.260235
7540 10 1.53456 1.2 16.3 7.86e-05 0.261021
7550 10 1.53456 1 14.8 2.77e-05 0.261298
7560 10 1.53456 1.1 20.3 8.42e-05 0.26214
7570 10 1.53456 1.1 16.6 5.82e-05 0.262722
7580 10 1.53456 1 15.2 4.53e-05 0.263175
7590 10 1.53456 1 14.8 3.51e-05 0.263526
7600 10 1.53456 1.1 25.8 9.6e-05 0.264486
7610 10 1.53456 1.2 23.3 8.7e-05 0.265356
7620 10 1.53456 1 14.1 4.62e-05 0.265818
7630 10 1.53456 1 13.3 4.61e-05 0.266279
7640 10 1.53456 1.1 16.8 7.19e-05 0.266998
7650 10 1.54257 1 15.4 3.58e-05 0.267356
7660 10 1.54257 1.1 16.8 6.28e-05 0.267984
7670 10 1.54257 1 13.3 3.76e-05 0.26836
7680 10 1.54257 1.2 17.2 7.8e-05 0.26914
7690 10 1.54257 1 14 3.69e-05 0.269509
7700 10 1.54257 1 20.5 2.86e-05 0.269795
7710 10 1.54257 1 14.6 3.87e-05 0.270182
7720 10 1.54257 1.1 14.3 7.4e-05 0.270922
7730 10 1.55656 1 24.9 5.41e-05 0.271463
7740 10 1.55656 1.2 20.4 7.14e-05 0.272177
7750 10 1.55656 1.2 24 9.42e-05 0.273119
7760 10 1.56376 1.4 27.6 0.0001162 0.274281
7770 10 1.56376 1.3 23.9 8.67e-05 0.275148
7780 10 1.56376 1.1 17.9 7.86e-05 0.275934
7790 10 1.56376 1.1 14.7 7.26e-05 0.27666
7800 10 1.56376 1 17.7 4.88e-05 0.277148
7810 10 1.56376 1.2 18.4 9.34e-05 0.278082
7820 10 1.57226 1.1 11.5 6.22e-05 0.278704
7830 10 1.57226 1.3 22.1 8.33e-05 0.279537
7840 10 1.57226 1 17.2 3.44e-05 0.279881
7850 10 1.57226 1.1 28.4 8.7e-05 0.280751
7860 10 1.57819 1 19.4 4.21e-05 0.281172
7870 10 1.58617 1.2 18.8 8.26e-05 0.281998
7880 10 1.59559 1 12.5 5.59e-05 0.282557
7890 10 1.59559 1.3 20.8 9.78e-05 0.283535
7900 10 1.59559 1.1 21.1 7.96e-05 0.284331
7910 10 1.59559 1.1 12.7 6.94e-05 0.285025
7920 10 1.59559 1.1 19.7 7.46e-05 0.285771
7930 10 1.59559 1 22 5.87e-05 0.286358
7940 10 1.59559 1 22.5 4.62e-05 0.28682
7950 10 1.59559 1.3 22.4 8.83e-05 0.287703
7960 10 1.59559 1.1 18 4.88e-05 0.288191
7970 10 1.59559 1.1 18.3 5.33e-05 0.288724
7980 10 1.59559 1.1 18.5 7.77e-05 0.289501
7990 10 1.59559 1.2 21 8.31e-05 0.290332
8000 10 1.59559 1.2 23.8 8.5e-05 0.291182
8010 10 1.60461 1 14.8 4.7e-05 0.291652
8020 10 1.60461 1 15.1 3.78e-05 0.29203
8030 10 1.60461 1 18.1 4.11e-05 0.292441
8040 10 1.60461 1 18.1 3.93e-05 0.292834
8050 10 1.60461 1.1 14.3 5.64e-05 0.293398
8060 10 1.60461 1 14.5 2.93e-05 0.293691
8070 10 1.60461 1.2 21.5 8.7e-05 0.294561
8080 10 1.60461 1.2 23.3 7.36e-05 0.295297
8090 10 1.60461 1.1 19.3 9.39e-05 0.296236
8100 10 1.60461 1 15 5.22e-05 0.296758
8110 10 1.60461 1.2 21 9.75e-05 0.297733
8120 10 1.60974 1.3 21.4 0.0001338 0.299071
8130 10 1.60974 1 18.6 6.22e-05 0.299693
8140 10 1.60974 1.1 18.6 7.88e-05 0.300481
8150 10 1.60974 1.2 20.1 9.1e-05 0.301391
8160 10 1.61202 1.1 20.5 7.65e-05 0.302156
8170 10 1.61202 1.4 20.6 0.0001004 0.30316
8180 10 1.6202 1.2 18.8 6.38e-05 0.303798
8190 10 1.6202 1.2 17.6 7.77e-05 0.304575
8200 10 1.6202 1.1 17.9 8.22e-05 0.305397
8210 10 1.6202 1.1 17.2 8.22e-05 0.306219
8220 10 1.62788 1.2 14.9 9.14e-05 0.307133
8230 10 1.62788 1 16.6 3.54e-05 0.307487
8240 10 1.63272 1 13.2 6.01e-05 0.308088
8250 10 1.63272 1.1 18.4 7.51e-05 0.308839
8260 10 1.63272 1 13.8 3.58e-05 0.309197
8270 10 1.63272 1.1 16.5 7.26e-05 0.309923
8280 10 1.63272 1 15 3.6e-05 0.310283
8290 10 1.63272 1 18.9 3.07e-05 0.31059
8300 10 1.63272 1.1 19.7 8.17e-05 0.311407
8310 10 1.64031 1.1 16.7 7.7e-05 0.312177
8320 10 1.64031 1.1 16.2 8.26e-05 0.313003
8330 10 1.64031 1.1 14.8 6.29e-05 0.313632
8340 10 1.64031 1.2 16.5 7.29e-05 0.314361
8350 10 1.64031 1.1 17.4 7.53e-05 0.315114
8360 10 1.64031 1.5 21.4 0.0001064 0.316178
8370 10 1.64031 1.2 16.1 8.21e-05 0.316999
8380 10 1.64031 1 17.7 3.43e-05 0.317342
8390 10 1.64031 1.1 16 5.29e-05 0.317871
8400 10 1.64031 1.1 26.9 9.71e-05 0.318842
8410 10 1.64031 1.3 26.8 9.73e-05 0.319815
8420 10 1.64031 1.4 25.6 0.0001032 0.320847
8430 10 1.64031 1 13.8 4.25e-05 0.321272
8440 10 1.64031 1.1 15.7 8.64e-05 0.322136
8450 10 1.64031 1.2 21.6 8.55e-05 0.322991
8460 10 1.64031 1.4 18.2 0.0001074 0.324065
8470 10 1.64031 1.3 23.6 0.000105 0.325115
8480 10 1.64031 1.1 24.4 8.94e-05 0.326009
8490 10 1.64031 1.1 35.3 9.1e-05 0.326919
8500 10 1.64031 1 20.4 5.2e-05 0.327439
8510 10 1.64031 1.1 15.3 4.68e-05 0.327907
8520 10 1.64031 1.3 17.8 9.58e-05 0.328865
8530 10 1.64031 1.2 18.7 8.65e-05 0.32973
8540 10 1.64031 1.1 17.6 8.07e-05 0.330537
8550 10 1.64031 1 13.3 5.99e-05 0.331136
8560 10 1.64031 1.2 18 9.25e-05 0.332061
8570 10 1.64031 1 16.9 4.44e-05 0.332505
8580 10 1.64031 1 19.9 5.16e-05 0.333021
8590 10 1.64031 1 16.3 6.65e-05 0.333686
8600 10 1.64031 1.2 13.6 8.67e-05 0.334553
8610 10 1.64031 1.3 21.4 9.82e-05 0.335535
8620 10 1.64031 1.1 21.2 8.01e-05 0.336336
8630 10 1.64031 1.2 15.6 0.0001048 0.337384
8640 10 1.64031 1.1 23.1 8.2e-05 0.338204
8650 10 1.64031 1.2 14.2 6.79e-05 0.338883
8660 10 1.64031 1.3 23.9 0.0001169 0.340052
8670 10 1.64031 1.1 20 9.43e-05 0.340995
8680 10 1.64031 1 14.6 3.93e-05 0.341388
8690 10 1.64031 1 11.5 2.85e-05 0.341673
8700 10 1.64031 1.1 15 8.71e-05 0.342544
8710 10 1.64031 1.2 20.7 7.67e-05 0.343311
8720 10 1.64031 1.2 19.9 9.76e-05 0.344287
8730 10 1.64031 1.1 17.5 9.48e-05 0.345235
8740 10 1.64031 1.1 17.3 8.75e-05 0.34611
8750 10 1.64031 1.2 17.6 9.13e-05 0.347023
8760 10 1.64031 1 16.1 6.05e-05 0.347628
8770 10 1.64031 1.1 19.1 3.95e-05 0.348023
8780 10 1.64031 1.1 17.8 9.02e-05 0.348925
8790 10 1.64031 1.3 24.5 0.0001169 0.350094
8800 10 1.64031 1 15.8 2.81e-05 0.350375
8810 10 1.64138 1 10.6 3.22e-05 0.350697
8820 10 1.64138 1.1 14.4 8.68e-05 0.351565
8830 10 1.64138 1.1 21.1 8.8e-05 0.352445
8840 10 1.64138 1 15.5 4.41e-05 0.352886
8850 10 1.64843 1.1 15.8 8.67e-05 0.353753
8860 10 1.64843 1 19.2 4.79e-05 0.354232
8870 10 1.64843 1.5 20.3 0.0001122 0.355354
8880 10 1.64843 1.1 14.8 7.1e-05 0.356064
8890 10 1.65684 1 18.1 4.27e-05 0.356491
8900 10 1.65684 1.1 15.5 7.96e-05 0.357287
8910 10 1.65684 1.1 24.1 9.99e-05 0.358286
8920 10 1.65684 1.2 20.3 9.74e-05 0.35926
8930 10 1.65684 1.2 21.1 9.59e-05 0.360219
8940 10 1.65684 1 17.5 8.49e-05 0.361068
8950 10 1.65684 1.1 17.4 0.0001022 0.36209
8960 10 1.65684 1.2 19.6 9.88e-05 0.363078
8970 10 1.65684 1 12.5 3.73e-05 0.363451
8980 10 1.66628 1 14.5 4.57e-05 0.363908
8990 10 1.66628 1 20.9 4.69e-05 0.364377
9000 10 1.66628 1.1 10.8 9.23e-05 0.3653
9010 10 1.66628 1 21.6 5.37e-05 0.365837
9020 10 1.6741 1.2 18.2 9.47e-05 0.366784
9030 10 1.6741 1.1 11.3 6.33e-05 0.367417
9040 10 1.6741 1.1 11.5 5e-05 0.367917
9050 10 1.68245 1 19.4 3.15e-05 0.368232
9060 10 1.68854 1 16 4.5e-05 0.368682
9070 10 1.68854 1 14.8 3.17e-05 0.368999
9080 10 1.6909 1.1 19.6 9.04e-05 0.369903
9090 10 1.69746 1.1 14.7 7.14e-05 0.370617
9100 10 1.69746 1.1 20.5 8.58e-05 0.371475
9110 10 1.70311 1.1 21.6 7.59e-05 0.372234
9120 10 1.70311 1.1 21.4 9.57e-05 0.373191
9130 10 1.70311 1.3 20.8 0.0001008 0.374199
9140 10 1.70311 1 18.7 3.96e-05 0.374595
9150 10 1.70311 1.1 18.4 0.0001043 0.375638
9160 10 1.71092 1 19.2 6.61e-05 0.376299
9170 10 1.71092 1.1 19.3 9.23e-05 0.377222
9180 10 1.71092 1.1 19 6.58e-05 0.37788
9190 10 1.71968 1.1 20 0.000118 0.37906
9200 10 1.71968 1.4 22.3 0.000103 0.38009
9210 10 1.71968 1.1 20.7 0.0001092 0.381182
9220 10 1.71968 1 17 5.4e-05 0.381722
9230 10 1.71968 1.1 23.9 7.91e-05 0.382513
9240 10 1.71968 1.2 15.5 9.49e-05 0.383462
9250 10 1.71968 1.2 18.9 9.57e-05 0.384419
9260 10 1.71968 1 13.2 4.12e-05 0.384831
9270 10 1.72062 1 16.6 7.23e-05 0.385554
9280 10 1.72062 1.1 14.1 0.0001109 0.386663
9290 10 1.72062 1.3 21.3 0.0001231 0.387894
9300 10 1.72062 1.1 17.4 0.0001162 0.389056
9310 10 1.72062 1.4 30.6 0.000138 0.390436
9320 10 1.72062 1.1 19.2 8.61e-05 0.391297
9330 10 1.72062 1.1 22.4 9.14e-05 0.392211
9340 10 1.72476 1.1 10.6 7.52e-05 0.392963
9350 10 1.72476 1 16.6 5.92e-05 0.393555
9360 10 1.72819 1.2 14.7 0.0001036 0.394591
9370 10 1.72819 1.1 14.6 7.79e-05 0.39537
9380 10 1.72819 1.1 19.3 8.41e-05 0.396211
9390 10 1.72819 1 15.6 8.09e-05 0.39702
9400 10 1.72819 1.1 20.7 6.53e-05 0.397673
9410 10 1.72819 1 16.3 6.73e-05 0.398346
9420 10 1.72819 1.2 20.4 0.0001062 0.399408
9430 10 1.72819 1 18.3 9.49e-05 0.400357
9440 10 1.72819 1 13.8 4.81e-05 0.400838
9450 10 1.72819 1.1 14.1 8.5e-05 0.401688
9460 10 1.72819 1.1 16 6.44e-05 0.402332
9470 10 1.72819 1 15.3 5.43e-05 0.402875
9480 10 1.72819 1 16.7 6.1e-05 0.403485
9490 10 1.72819 1 16.7 3.12e-05 0.403797
9500 10 1.72819 1.1 26.1 0.0001023 0.40482
9510 10 1.72819 1.1 21.8 9.62e-05 0.405782
9520 10 1.73273 1.1 19.7 9.45e-05 0.406727
9530 10 1.73273 1.1 18.5 6.22e-05 0.407349
9540 10 1.73273 1.2 20.5 0.0001057 0.408406
9550 10 1.74048 1.2 17.1 0.000104 0.409446
9560 10 1.74048 1.4 17.7 0.0001288 0.410734
9570 10 1.74048 1 16 4.91e-05 0.411225
9580 10 1.74048 1.1 13.1 9.59e-05 0.412184
