# Step NumNew Radius InverseSuccessRatio JumpsPerParticle SecPerParticle TotalRunTime
4790 10 1.24285 1.1 14.7 2.73e-05 0.089498
4800 10 1.24285 1.1 22.2 3.31e-05 0.089829
4810 10 1.25075 1 11.4 2.06e-05 0.090035
4820 10 1.25075 1.1 17.6 2.97e-05 0.090332
4830 10 1.26516 1 10.1 1.49e-05 0.090481
4840 10 1.26583 1 23.8 2.93e-05 0.090774
4850 10 1.27476 1.2 18.2 4.43e-05 0.091217
4860 10 1.27476 1.1 11.3 3.3e-05 0.091547
4870 10 1.27476 1.2 23.1 5.4e-05 0.092087
4880 10 1.27744 1.3 20.9 5.32e-05 0.092619
4890 10 1.27744 1.3 23.4 4.51e-05 0.09307
4900 10 1.27744 1.1 21.2 3.17e-05 0.093387
4910 10 1.27744 1.1 16.3 2.81e-05 0.093668
4920 10 1.27744 1 12.5 1.79e-05 0.093847
4930 10 1.27744 1 12.5 2.73e-05 0.09412
4940 10 1.27744 1.2 19.7 3.74e-05 0.094494
4950 10 1.27744 1 15 2.25e-05 0.094719
4960 10 1.27893 1.1 18 3.36e-05 0.095055
4970 10 1.27893 1 13.4 2.01e-05 0.095256
4980 10 1.28844 1.1 13.7 2.54e-05 0.09551
4990 10 1.28844 1.1 16.7 2.94e-05 0.095804
5000 10 1.28844 1.3 24.5 5.03e-05 0.096307
5010 10 1.28844 1 21.4 1.85e-05 0.096492
5020 10 1.29625 1.2 19.4 3.61e-05 0.096853
5030 10 1.29625 1.2 18.2 3.68e-05 0.097221
5040 10 1.29625 1.1 15.9 3.01e-05 0.097522
5050 10 1.29625 1.1 15.7 2.55e-05 0.097777
5060 10 1.29625 1 16.1 3.43e-05 0.09812
5070 10 1.29625 1 16.6 2.52e-05 0.098372
5080 10 1.29625 1 19.1 2.19e-05 0.098591
5090 10 1.30473 1.2 20.4 3.4e-05 0.098931
5100 10 1.30473 1.2 23.1 3.88e-05 0.099319
5110 10 1.30802 1 13.7 1.88e-05 0.099507
5120 10 1.30802 1 15.7 2e-05 0.099707
5130 10 1.31409 1.1 13.6 2.49e-05 0.099956
5140 10 1.32302 1 15 1.89e-05 0.100145
5150 10 1.32302 1.2 20.6 4.69e-05 0.100614
5160 10 1.3302 1 24.8 2.84e-05 0.100898
5170 10 1.3302 1.4 27.5 5.72e-05 0.10147
5180 10 1.3302 1.1 17.5 3.46e-05 0.101816
5190 10 1.3302 1.1 16.4 3.22e-05 0.102138
5200 10 1.33545 1 14 2.5e-05 0.102388
5210 10 1.33545 1.1 18.7 3.79e-05 0.102767
5220 10 1.33545 1.2 25.9 4.55e-05 0.103222
5230 10 1.34345 1 16.1 3.68e-05 0.10359
5240 10 1.34345 1.2 17.3 4.07e-05 0.103997
5250 10 1.34345 1.1 12.7 3.93e-05 0.10439
5260 10 1.34345 1.2 15.9 4.8e-05 0.10487
5270 10 1.34345 1.3 24.5 4.97e-05 0.105367
5280 10 1.34345 1.2 22.4 3.94e-05 0.105761
5290 10 1.34345 1.1 13.4 3.28e-05 0.106089
5300 10 1.34345 1 12.6 3.09e-05 0.106398
5310 10 1.34345 1 17.1 2.78e-05 0.106676
5320 10 1.34345 1.1 17.5 3.08e-05 0.106984
5330 10 1.34345 1.1 16.1 4.6e-05 0.107444
5340 10 1.34345 1.2 23.7 4.63e-05 0.107907
5350 10 1.34345 1.1 26.6 3.36e-05 0.108243
5360 10 1.34345 1 16.5 2.89e-05 0.108532
5370 10 1.34345 1.3 24.9 3.89e-05 0.108921
5380 10 1.34345 1 18.3 4.8e-05 0.109401
5390 10 1.34345 1.3 17.1 8.41e-05 0.110242
5400 10 1.34345 1 15.7 8.14e-05 0.111056
5410 10 1.34345 1.2 22.4 5.2e-05 0.111576
5420 10 1.34345 1 22.9 4.01e-05 0.111977
5430 10 1.34345 1.2 19.9 3.62e-05 0.112339
5440 10 1.34345 1.2 13.9 4.66e-05 0.112805
5450 10 1.34345 1.1 24.2 4.39e-05 0.113244
5460 10 1.34345 1.1 20.6 4.32e-05 0.113676
5470 10 1.34783 1.2 13.4 3.92e-05 0.114068
5480 10 1.34783 1.2 25 4.64e-05 0.114532
5490 10 1.34783 1 20.2 2.7e-05 0.114802
5500 10 1.34783 1.1 19.5 3.26e-05 0.115128
5510 10 1.34783 1.1 21 3.87e-05 0.115515
5520 10 1.35076 1.2 18.4 5.01e-05 0.116016
5530 10 1.35076 1 17.4 2.24e-05 0.11624
5540 10 1.35076 1.1 19.8 3.42e-05 0.116582
5550 10 1.35076 1.1 21.8 5.12e-05 0.117094
5560 10 1.35076 1 22 2.87e-05 0.117381
5570 10 1.35076 1.1 21.6 4.24e-05 0.117805
5580 10 1.35076 1.2 20.8 4.7e-05 0.118275
5590 10 1.35076 1 12.2 2.43e-05 0.118518
5600 10 1.35076 1 22.7 3.77e-05 0.118895
5610 10 1.35699 1.5 34.8 8.29e-05 0.119724
5620 10 1.35699 1 19.8 2.14e-05 0.119938
5630 10 1.36602 1.1 17.7 3.24e-05 0.120262
5640 10 1.36602 1 15.9 2.38e-05 0.1205
5650 10 1.36602 1 19 3.85e-05 0.120885
5660 10 1.36602 1.2 13.2 4.06e-05 0.121291
5670 10 1.37011 1.1 14.1 2.53e-05 0.121544
5680 10 1.37011 1.2 19.8 4.67e-05 0.122011
5690 10 1.37011 1 15.1 2.54e-05 0.122265
5700 10 1.37011 1.1 18.8 4.19e-05 0.122684
5710 10 1.37011 1.5 25.4 6.82e-05 0.123366
5720 10 1.37011 1.3 16 3.91e-05 0.123757
5730 10 1.37011 1 19.8 2.75e-05 0.124032
5740 10 1.37011 1.1 17.3 3.65e-05 0.124397
5750 10 1.37011 1.1 20.4 4.74e-05 0.124871
5760 10 1.37011 1 16.6 2.2e-05 0.125091
5770 10 1.37011 1 15.2 3.23e-05 0.125414
5780 10 1.37011 1.3 16.1 4.25e-05 0.125839
5790 10 1.37011 1 25.7 3.39e-05 0.126178
5800 10 1.37011 1 25.2 4.72e-05 0.12665
5810 10 1.37011 1 16.6 2.92e-05 0.126942
5820 10 1.37017 1.1 13.2 3.24e-05 0.127266
5830 10 1.37017 1.1 19.8 4.1e-05 0.127676
5840 10 1.37271 1.1 17.9 4.12e-05 0.128088
5850 10 1.38025 1.1 17.1 3.52e-05 0.12844
5860 10 1.38025 1 14.7 2.53e-05 0.128693
5870 10 1.38025 1 17.6 3.09e-05 0.129002
5880 10 1.38025 1.1 18 3.34e-05 0.129336
5890 10 1.38025 1.1 20.7 5.17e-05 0.129853
5900 10 1.39007 1 18.4 3.62e-05 0.130215
5910 10 1.39007 1.1 15.6 3.26e-05 0.130541
5920 10 1.39007 1.2 16.9 3.89e-05 0.13093
5930 10 1.39007 1.3 16.2 5.23e-05 0.131453
5940 10 1.39007 1 15.8 2.56e-05 0.131709
5950 10 1.39007 1.1 17.1 3.83e-05 0.132092
5960 10 1.39007 1.2 18.4 3.57e-05 0.132449
5970 10 1.39007 1 16.1 2.41e-05 0.13269
5980 10 1.39007 1 18.3 3.27e-05 0.133017
5990 10 1.39007 1.1 20.1 3.95e-05 0.133412
6000 10 1.39007 1.1 22.7 3.24e-05 0.133736
6010 10 1.39007 1 15.7 2.4e-05 0.133976
6020 10 1.39007 1 12.4 1.94e-05 0.13417
6030 10 1.39007 1 13.4 2.17e-05 0.134387
6040 10 1.39007 1.3 23.3 5.65e-05 0.134952
6050 10 1.39927 1.2 28.1 5.13e-05 0.135465
6060 10 1.39927 1 22.9 3.42e-05 0.135807
6070 10 1.39927 1.1 22.9 4.43e-05 0.13625
6080 10 1.39965 1.1 19.1 4.76e-05 0.136726
6090 10 1.39965 1 10.5 1.89e-05 0.136915
6100 10 1.39965 1.1 17.1 3.05e-05 0.13722
6110 10 1.39965 1.4 26.2 5.53e-05 0.137773
6120 10 1.39965 1 13.4 2.6e-05 0.138033
6130 10 1.40834 1 21.3 2.77e-05 0.13831
6140 10 1.40834 1.1 14.3 3.5e-05 0.13866
6150 10 1.40834 1.2 24.5 4.56e-05 0.139116
6160 10 1.40834 1 12.2 3.25e-05 0.139441
6170 10 1.40834 1.1 17.1 3.29e-05 0.13977
6180 10 1.40834 1 18.2 3.32e-05 0.140102
6190 10 1.40834 1.1 15.2 3.66e-05 0.140468
6200 10 1.40834 1.1 22.6 3.86e-05 0.140854
6210 10 1.40834 1.1 13.5 3.94e-05 0.141248
6220 10 1.40834 1.2 18 3.84e-05 0.141632
6230 10 1.40834 1.2 12.4 3.55e-05 0.141987
6240 10 1.40834 1 19.3 3.81e-05 0.142368
6250 10 1.40834 1.2 16.7 4.07e-05 0.142775
6260 10 1.40834 1.1 24.4 4.93e-05 0.143268
6270 10 1.41341 1.2 20.5 4.19e-05 0.143687
6280 10 1.41341 1 14.5 4.87e-05 0.144174
6290 10 1.41341 1.1 14.6 3.3e-05 0.144504
6300 10 1.41341 1.3 24.4 5.62e-05 0.145066
6310 10 1.42034 1 17 2.69e-05 0.145335
6320 10 1.42034 1.2 15.4 0.0001564 0.146899
6330 10 1.42034 1 11.8 2.82e-05 0.147181
6340 10 1.42034 1.3 25.2 6e-05 0.147781
6350 10 1.42034 1.1 18.8 3.7e-05 0.148151
6360 10 1.42034 1.2 22.8 5.03e-05 0.148654
6370 10 1.42034 1.1 15.1 5.67e-05 0.149221
6380 10 1.42034 1.1 17 3.9e-05 0.149611
6390 10 1.42034 1.1 16.6 5.49e-05 0.15016
6400 10 1.42777 1.1 13.3 4.03e-05 0.150563
6410 10 1.42777 1.1 15.6 4.6e-05 0.151023
6420 10 1.43685 1 18.1 2.84e-05 0.151307
6430 10 1.43685 1.3 24.7 7.72e-05 0.152079
6440 10 1.44443 1 18.8 2.78e-05 0.152357
6450 10 1.44443 1.1 18.6 3.66e-05 0.152723
6460 10 1.44443 1.1 17.3 2.84e-05 0.153007
6470 10 1.44443 1 18.9 6e-05 0.153607
6480 10 1.44443 1.1 18.3 3.64e-05 0.153971
6490 10 1.44443 1.3 18.3 4.54e-05 0.154425
6500 10 1.44443 1 15.9 3.33e-05 0.154758
6510 10 1.44443 1.1 17.4 3.97e-05 0.155155
6520 10 1.44443 1 16.5 2.75e-05 0.15543
6530 10 1.45004 1 14.5 3.4e-05 0.15577
6540 10 1.45004 1.2 11.9 3.45e-05 0.156115
6550 10 1.45004 1.2 19.4 4.27e-05 0.156542
6560 10 1.45004 1.1 16.7 3.79e-05 0.156921
6570 10 1.45004 1 14.1 2.3e-05 0.157151
6580 10 1.45004 1 18.5 4.01e-05 0.157552
6590 10 1.45004 1.1 20.6 3.53e-05 0.157905
6600 10 1.45004 1 14.3 2.58e-05 0.158163
6610 10 1.457 1 15 4.44e-05 0.158607
6620 10 1.457 1.4 16.8 5.34e-05 0.159141
6630 10 1.457 1 14.2 3.83e-05 0.159524
6640 10 1.457 1.2 25.3 4.38e-05 0.159962
6650 10 1.457 1 16.8 2.49e-05 0.160211
6660 10 1.46462 1.1 16.6 3.38e-05 0.160549
6670 10 1.46462 1.1 18.8 3.47e-05 0.160896
6680 10 1.46462 1.2 25 7.32e-05 0.161628
6690 10 1.46462 1.1 20 4.01e-05 0.162029
6700 10 1.46462 1 18.6 2.46e-05 0.162275
6710 10 1.46932 1 15 2.35e-05 0.16251
6720 10 1.46932 1.1 15.6 3.59e-05 0.162869
6730 10 1.46932 1.1 15.2 3.78e-05 0.163247
6740 10 1.46932 1 9.2 1.96e-05 0.163443
6750 10 1.46932 1.3 24.8 4.18e-05 0.163861
6760 10 1.47776 1.2 21 4.42e-05 0.164303
6770 10 1.47776 1 12.5 3.89e-05 0.164692
6780 10 1.47776 1 14.9 2.85e-05 0.164977
6790 10 1.47776 1 16.9 3.7e-05 0.165347
6800 10 1.48589 1.1 11.1 3.21e-05 0.165668
6810 10 1.48589 1 19.6 3.24e-05 0.165992
6820 10 1.48589 1.1 15.6 3.75e-05 0.166367
6830 10 1.48589 1 16.7 2.77e-05 0.166644
6840 10 1.48589 1 17.2 3.17e-05 0.166961
6850 10 1.48589 1 20.7 3.1e-05 0.167271
6860 10 1.48589 1 11.9 2.27e-05 0.167498
6870 10 1.48589 1.1 17.8 3.58e-05 0.167856
6880 10 1.48589 1.1 15.5 3.93e-05 0.168249
6890 10 1.48589 1.1 14.3 3.31e-05 0.16858
6900 10 1.48589 1.2 22.9 5.78e-05 0.169158
6910 10 1.48589 1.1 15.9 3.39e-05 0.169497
6920 10 1.48589 1.2 25.5 5.55e-05 0.170052
6930 10 1.48589 1 11.1 2.84e-05 0.170336
6940 10 1.48589 1.1 18 3.61e-05 0.170697
6950 10 1.48589 1.1 16.4 3.86e-05 0.171083
6960 10 1.49135 1.3 17.8 4.54e-05 0.171537
6970 10 1.49135 1.1 17.9 3.56e-05 0.171893
6980 10 1.49135 1 10.7 2.33e-05 0.172126
6990 10 1.49135 1.1 19.7 4.47e-05 0.172573
7000 10 1.49135 1.2 18.3 4.81e-05 0.173054
7010 10 1.49135 1.2 17.3 5.82e-05 0.173636
7020 10 1.49135 1 16.9 3.27e-05 0.173963
7030 10 1.49914 1 15.8 2.78e-05 0.174241
7040 10 1.49914 1.1 14.6 5.09e-05 0.17475
7050 10 1.49914 1.4 20.4 4.99e-05 0.175249
7060 10 1.49914 1.1 21.8 4.47e-05 0.175696
7070 10 1.49914 1.1 17.9 4.14e-05 0.17611
7080 10 1.49914 1.1 18.6 3.78e-05 0.176488
7090 10 1.49914 1.1 20.5 4.6e-05 0.176948
7100 10 1.49914 1 15.5 3.68e-05 0.177316
7110 10 1.49914 1 13.9 3.55e-05 0.177671
7120 10 1.49914 1.3 18.7 5.97e-05 0.178268
7130 10 1.49914 1.2 20.5 4.67e-05 0.178735
7140 10 1.49914 1.1 16.4 4.67e-05 0.179202
7150 10 1.49914 1 14.2 3.02e-05 0.179504
7160 10 1.49914 1.1 23 6.37e-05 0.180141
7170 10 1.49914 1.2 24.1 5.04e-05 0.180645
7180 10 1.49914 1.4 22.7 6.39e-05 0.181284
7190 10 1.49914 1 15 3.84e-05 0.181668
7200 10 1.49914 1.1 16.5 4.53e-05 0.182121
7210 10 1.49914 1 14.8 3.14e-05 0.182435
7220 10 1.49914 1.1 14.6 4.26e-05 0.182861
7230 10 1.49914 1.2 21 0.0001413 0.184274
7240 10 1.50577 1.2 15.9 0.0001464 0.185738
7250 10 1.50577 1.1 15.7 0.000126 0.186998
7260 10 1.50577 1.1 12.7 4.42e-05 0.18744
7270 10 1.50577 1 17.3 4.16e-05 0.187856
7280 10 1.50577 1 21.7 3.31e-05 0.188187
7290 10 1.50577 1 21.5 3.73e-05 0.18856
7300 10 1.50577 1 21.8 4.16e-05 0.188976
7310 10 1.50577 1.2 17.9 5.69e-05 0.189545
7320 10 1.50577 1.2 14.2 3.98e-05 0.189943
7330 10 1.50577 1.2 16.8 5.33e-05 0.190476
7340 10 1.50577 1 9.6 3.08e-05 0.190784
7350 10 1.50577 1.1 18.3 5.24e-05 0.191308
7360 10 1.50577 1 17.1 4.7e-05 0.191778
7370 10 1.50577 1.1 15.4 3.75e-05 0.192153
7380 10 1.50577 1.2 19 4.83e-05 0.192636
7390 10 1.51121 1 14.6 3.85e-05 0.193021
7400 10 1.51121 1.1 16.1 4.86e-05 0.193507
7410 10 1.51121 1.3 28.1 5.59e-05 0.194066
7420 10 1.51121 1.2 23.7 5.41e-05 0.194607
7430 10 1.51527 1 14.2 4.18e-05 0.195025
7440 10 1.51527 1.1 19.6 4.79e-05 0.195504
7450 10 1.52277 1.1 16.9 2.94e-05 0.195798
7460 10 1.52277 1 15.5 2.69e-05 0.196067
7470 10 1.52277 1 22 4.21e-05 0.196488
7480 10 1.52277 1 10.3 2.46e-05 0.196734
7490 10 1.52277 1.1 18 4.6e-05 0.197194
7500 10 1.52277 1.2 17 4.7e-05 0.197664
7510 10 1.52277 1.1 15.1 3.67e-05 0.198031
7520 10 1.52277 1 14.4 2.84e-05 0.198315
7530 10 1.52277 1 15.3 3.87e-05 0.198702
7540 10 1.53456 1.2 16.3 4.52e-05 0.199154
7550 10 1.53456 1 14.8 2.33e-05 0.199387
7560 10 1.53456 1.1 20.3 5.06e-05 0.199893
7570 10 1.53456 1.1 16.6 3.79e-05 0.200272
7580 10 1.53456 1 15.2 3.31e-05 0.200603
7590 10 1.53456 1 14.8 2.64e-05 0.200867
7600 10 1.53456 1.1 25.8 5.62e-05 0.201429
7610 10 1.53456 1.2 23.3 5.72e-05 0.202001
7620 10 1.53456 1 14.1 3e-05 0.202301
7630 10 1.53456 1 13.3 2.85e-05 0.202586
7640 10 1.53456 1.1 16.8 3.77e-05 0.202963
7650 10 1.54257 1 15.4 2.67e-05 0.20323
7660 10 1.54257 1.1 16.8 3.9e-05 0.20362
7670 10 1.54257 1 13.3 2.96e-05 0.203916
7680 10 1.54257 1.2 17.2 4.93e-05 0.204409
7690 10 1.54257 1 14 2.54e-05 0.204663
7700 10 1.54257 1 20.5 2.39e-05 0.204902
7710 10 1.54257 1 14.6 2.63e-05 0.205165
7720 10 1.54257 1.1 14.3 4.12e-05 0.205577
7730 10 1.55656 1 24.9 3.6e-05 0.205937
7740 10 1.55656 1.2 20.4 4.76e-05 0.206413
7750 10 1.55656 1.2 24 6.52e-05 0.207065
7760 10 1.56376 1.4 27.6 8.65e-05 0.20793
7770 10 1.56376 1.3 23.9 5.85e-05 0.208515
7780 10 1.56376 1.1 17.9 4.7e-05 0.208985
7790 10 1.56376 1.1 14.7 4.54e-05 0.209439
7800 10 1.56376 1 17.7 3.47e-05 0.209786
7810 10 1.56376 1.2 18.4 5.65e-05 0.210351
7820 10 1.57226 1.1 11.5 3.7e-05 0.210721
7830 10 1.57226 1.3 22.1 6.08e-05 0.211329
7840 10 1.57226 1 17.2 2.58e-05 0.211587
7850 10 1.57226 1.1 28.4 5.65e-05 0.212152
7860 10 1.57819 1 19.4 3e-05 0.212452
7870 10 1.58617 1.2 18.8 5.22e-05 0.212974
7880 10 1.59559 1 12.5 3.43e-05 0.213317
7890 10 1.59559 1.3 20.8 6.73e-05 0.21399
7900 10 1.59559 1.1 21.1 5.15e-05 0.214505
7910 10 1.59559 1.1 12.7 5.1e-05 0.215015
7920 10 1.59559 1.1 19.7 5.41e-05 0.215556
7930 10 1.59559 1 22 4.58e-05 0.216014
7940 10 1.59559 1 22.5 4.22e-05 0.216436
7950 10 1.59559 1.3 22.4 7.5e-05 0.217186
7960 10 1.59559 1.1 18 3.94e-05 0.21758
7970 10 1.59559 1.1 18.3 4.3e-05 0.21801
7980 10 1.59559 1.1 18.5 5.27e-05 0.218537
7990 10 1.59559 1.2 21 6.16e-05 0.219153
8000 10 1.59559 1.2 23.8 6.28e-05 0.219781
8010 10 1.60461 1 14.8 3.74e-05 0.220155
8020 10 1.60461 1 15.1 3.64e-05 0.220519
8030 10 1.60461 1 18.1 2.93e-05 0.220812
8040 10 1.60461 1 18.1 3.04e-05 0.221116
8050 10 1.60461 1.1 14.3 3.74e-05 0.22149
8060 10 1.60461 1 14.5 2.46e-05 0.221736
8070 10 1.60461 1.2 21.5 5.67e-05 0.222303
8080 10 1.60461 1.2 23.3 4.93e-05 0.222796
8090 10 1.60461 1.1 19.3 6.26e-05 0.223422
8100 10 1.60461 1 15 3.48e-05 0.22377
8110 10 1.60461 1.2 21 6.08e-05 0.224378
8120 10 1.60974 1.3 21.4 0.0001533 0.225911
8130 10 1.60974 1 18.6 4.92e-05 0.226403
8140 10 1.60974 1.1 18.6 5.8e-05 0.226983
8150 10 1.60974 1.2 20.1 8.42e-05 0.227825
8160 10 1.61202 1.1 20.5 5.86e-05 0.228411
8170 10 1.61202 1.4 20.6 7.82e-05 0.229193
8180 10 1.6202 1.2 18.8 5.39e-05 0.229732
8190 10 1.6202 1.2 17.6 5.23e-05 0.230255
8200 10 1.6202 1.1 17.9 4.27e-05 0.230682
8210 10 1.6202 1.1 17.2 4.3e-05 0.231112
8220 10 1.62788 1.2 14.9 5.54e-05 0.231666
8230 10 1.62788 1 16.6 2.41e-05 0.231907
8240 10 1.63272 1 13.2 3.5e-05 0.232257
8250 10 1.63272 1.1 18.4 4.27e-05 0.232684
8260 10 1.63272 1 13.8 2.69e-05 0.232953
8270 10 1.63272 1.1 16.5 4.99e-05 0.233452
8280 10 1.63272 1 15 2.64e-05 0.233716
8290 10 1.63272 1 18.9 2.46e-05 0.233962
8300 10 1.63272 1.1 19.7 4.6e-05 0.234422
8310 10 1.64031 1.1 16.7 4.75e-05 0.234897
8320 10 1.64031 1.1 16.2 4.36e-05 0.235333
8330 10 1.64031 1.1 14.8 3.76e-05 0.235709
8340 10 1.64031 1.2 16.5 5.19e-05 0.236228
8350 10 1.64031 1.1 17.4 4.08e-05 0.236636
8360 10 1.64031 1.5 21.4 6.94e-05 0.23733
8370 10 1.64031 1.2 16.1 5.01e-05 0.237831
8380 10 1.64031 1 17.7 2.73e-05 0.238104
8390 10 1.64031 1.1 16 3.3e-05 0.238434
8400 10 1.64031 1.1 26.9 7.9e-05 0.239224
8410 10 1.64031 1.3 26.8 8.01e-05 0.240025
8420 10 1.64031 1.4 25.6 7.03e-05 0.240728
8430 10 1.64031 1 13.8 2.91e-05 0.241019
8440 10 1.64031 1.1 15.7 4.82e-05 0.241501
8450 10 1.64031 1.2 21.6 4.71e-05 0.241972
8460 10 1.64031 1.4 18.2 7.67e-05 0.242739
8470 10 1.64031 1.3 23.6 5.93e-05 0.243332
8480 10 1.64031 1.1 24.4 6.22e-05 0.243954
8490 10 1.64031 1.1 35.3 6.07e-05 0.244561
8500 10 1.64031 1 20.4 4.07e-05 0.244968
8510 10 1.64031 1.1 15.3 3.49e-05 0.245317
8520 10 1.64031 1.3 17.8 6.8e-05 0.245997
8530 10 1.64031 1.2 18.7 5.21e-05 0.246518
8540 10 1.64031 1.1 17.6 4.7e-05 0.246988
8550 10 1.64031 1 13.3 4.36e-05 0.247424
8560 10 1.64031 1.2 18 5.45e-05 0.247969
8570 10 1.64031 1 16.9 3.23e-05 0.248292
8580 10 1.64031 1 19.9 3.55e-05 0.248647
8590 10 1.64031 1 16.3 3.85e-05 0.249032
8600 10 1.64031 1.2 13.6 5.09e-05 0.249541
8610 10 1.64031 1.3 21.4 6.13e-05 0.250154
8620 10 1.64031 1.1 21.2 5.13e-05 0.250667
8630 10 1.64031 1.2 15.6 5.83e-05 0.25125
8640 10 1.64031 1.1 23.1 5.09e-05 0.251759
8650 10 1.64031 1.2 14.2 5.14e-05 0.252273
8660 10 1.64031 1.3 23.9 7.14e-05 0.252987
8670 10 1.64031 1.1 20 6.63e-05 0.25365
8680 10 1.64031 1 14.6 3.1e-05 0.25396
8690 10 1.64031 1 11.5 2.46e-05 0.254206
8700 10 1.64031 1.1 15 5.1e-05 0.254716
8710 10 1.64031 1.2 20.7 4.61e-05 0.255177
8720 10 1.64031 1.2 19.9 5.69e-05 0.255746
8730 10 1.64031 1.1 17.5 5.72e-05 0.256318
8740 10 1.64031 1.1 17.3 4.99e-05 0.256817
8750 10 1.64031 1.2 17.6 5.69e-05 0.257386
8760 10 1.64031 1 16.1 4.18e-05 0.257804
8770 10 1.64031 1.1 19.1 3.11e-05 0.258115
8780 10 1.64031 1.1 17.8 5.26e-05 0.258641
8790 10 1.64031 1.3 24.5 7.05e-05 0.259346
8800 10 1.64031 1 15.8 2.43e-05 0.259589
8810 10 1.64138 1 10.6 2.39e-05 0.259828
8820 10 1.64138 1.1 14.4 5.33e-05 0.260361
8830 10 1.64138 1.1 21.1 5.41e-05 0.260902
8840 10 1.64138 1 15.5 3.3e-05 0.261232
8850 10 1.64843 1.1 15.8 4.78e-05 0.26171
8860 10 1.64843 1 19.2 3.58e-05 0.262068
8870 10 1.64843 1.5 20.3 7.84e-05 0.262852
8880 10 1.64843 1.1 14.8 4.04e-05 0.263256
8890 10 1.65684 1 18.1 3.12e-05 0.263568
8900 10 1.65684 1.1 15.5 4.96e-05 0.264064
8910 10 1.65684 1.1 24.1 6.92e-05 0.264756
8920 10 1.65684 1.2 20.3 7.36e-05 0.265492
8930 10 1.65684 1.2 21.1 5.65e-05 0.266057
8940 10 1.65684 1 17.5 5.85e-05 0.266642
8950 10 1.65684 1.1 17.4 5.92e-05 0.267234
8960 10 1.65684 1.2 19.6 5.69e-05 0.267803
8970 10 1.65684 1 12.5 3.11e-05 0.268114
8980 10 1.66628 1 14.5 3.23e-05 0.268437
8990 10 1.66628 1 20.9 4.57e-05 0.268894
9000 10 1.66628 1.1 10.8 4.81e-05 0.269375
9010 10 1.66628 1 21.6 3.53e-05 0.269728
9020 10 1.6741 1.2 18.2 4.74e-05 0.270202
9030 10 1.6741 1.1 11.3 4.93e-05 0.270695
9040 10 1.6741 1.1 11.5 3.34e-05 0.271029
9050 10 1.68245 1 19.4 2.8e-05 0.271309
9060 10 1.68854 1 16 3.77e-05 0.271686
9070 10 1.68854 1 14.8 2.74e-05 0.27196
9080 10 1.6909 1.1 19.6 5.89e-05 0.272549
9090 10 1.69746 1.1 14.7 4.79e-05 0.273028
9100 10 1.69746 1.1 20.5 6.08e-05 0.273636
9110 10 1.70311 1.1 21.6 5.51e-05 0.274187
9120 10 1.70311 1.1 21.4 5.85e-05 0.274772
9130 10 1.70311 1.3 20.8 6.39e-05 0.275411
9140 10 1.70311 1 18.7 2.68e-05 0.275679
9150 10 1.70311 1.1 18.4 5.82e-05 0.276261
9160 10 1.71092 1 19.2 5.42e-05 0.276803
9170 10 1.71092 1.1 19.3 7.31e-05 0.277534
9180 10 1.71092 1.1 19 5.28e-05 0.278062
9190 10 1.71968 1.1 20 0.0001123 0.279185
9200 10 1.71968 1.4 22.3 6.13e-05 0.279798
9210 10 1.71968 1.1 20.7 5.92e-05 0.28039
9220 10 1.71968 1 17 4.12e-05 0.280802
9230 10 1.71968 1.1 23.9 5.48e-05 0.28135
9240 10 1.71968 1.2 15.5 5.11e-05 0.281861
9250 10 1.71968 1.2 18.9 5.26e-05 0.282387
9260 10 1.71968 1 13.2 2.89e-05 0.282676
9270 10 1.72062 1 16.6 4.81e-05 0.283157
9280 10 1.72062 1.1 14.1 6.42e-05 0.283799
9290 10 1.72062 1.3 21.3 7.07e-05 0.284506
9300 10 1.72062 1.1 17.4 6.47e-05 0.285153
9310 10 1.72062 1.4 30.6 9.01e-05 0.286054
9320 10 1.72062 1.1 19.2 5.04e-05 0.286558
9330 10 1.72062 1.1 22.4 4.63e-05 0.287021
9340 10 1.72476 1.1 10.6 4.33e-05 0.287454
9350 10 1.72476 1 16.6 3.78e-05 0.287832
9360 10 1.72819 1.2 14.7 5.87e-05 0.288419
9370 10 1.72819 1.1 14.6 5.03e-05 0.288922
9380 10 1.72819 1.1 19.3 5.07e-05 0.289429
9390 10 1.72819 1 15.6 5.23e-05 0.289952
9400 10 1.72819 1.1 20.7 4.63e-05 0.290415
9410 10 1.72819 1 16.3 5.28e-05 0.290943
9420 10 1.72819 1.2 20.4 6.49e-05 0.291592
9430 10 1.72819 1 18.3 5.75e-05 0.292167
9440 10 1.72819 1 13.8 3.28e-05 0.292495
9450 10 1.72819 1.1 14.1 4.74e-05 0.292969
9460 10 1.72819 1.1 16 4.51e-05 0.29342
9470 10 1.72819 1 15.3 3.56e-05 0.293776
9480 10 1.72819 1 16.7 4.09e-05 0.294185
9490 10 1.72819 1 16.7 2.46e-05 0.294431
9500 10 1.72819 1.1 26.1 5.88e-05 0.295019
9510 10 1.72819 1.1 21.8 5.9e-05 0.295609
9520 10 1.73273 1.1 19.7 5.61e-05 0.29617
9530 10 1.73273 1.1 18.5 4.03e-05 0.296573
9540 10 1.73273 1.2 20.5 5.5e-05 0.297123
9550 10 1.74048 1.2 17.1 6.19e-05 0.297742
9560 10 1.74048 1.4 17.7 7.36e-05 0.298478
9570 10 1.74048 1 16 3.43e-05 0.298821
9580 10 1.74048 1.1 13.1 4.56e-05 0.299277
