# Step NumNew Radius InverseSuccessRatio JumpsPerParticle SecPerParticle TotalRunTime
9590 10 1.74048 1.2 25.2 6.44e-05 0.299921
9600 10 1.74925 1.2 20.5 5.62e-05 0.300483
9610 10 1.74925 1.1 17.2 5.52e-05 0.301035
9620 10 1.74925 1.1 24.9 6.11e-05 0.301646
9630 10 1.74925 1.1 20.5 4.51e-05 0.302097
9640 10 1.74925 1.1 17.7 4.42e-05 0.302539
9650 10 1.74925 1.2 23.7 5.52e-05 0.303091
9660 10 1.75833 1 11.5 2.58e-05 0.303349
9670 10 1.75833 1.1 17.9 5.52e-05 0.303901
9680 10 1.75833 1 21.1 2.97e-05 0.304198
9690 10 1.75833 1.1 18.2 7.05e-05 0.304903
9700 10 1.76481 1 17.7 3.01e-05 0.305204
9710 10 1.76481 1.2 23.7 5.92e-05 0.305796
9720 10 1.77298 1.3 17.3 6.11e-05 0.306407
9730 10 1.77298 1.3 19.6 6.2e-05 0.307027
9740 10 1.77298 1 18.4 3.02e-05 0.307329
9750 10 1.77298 1 23.1 3.56e-05 0.307685
9760 10 1.77298 1.2 18.4 5.77e-05 0.308262
9770 10 1.77298 1.1 21.4 4.58e-05 0.30872
9780 10 1.77298 1.1 18.9 6.49e-05 0.309369
9790 10 1.77298 1 17.6 4.19e-05 0.309788
9800 10 1.77298 1 16.1 2.79e-05 0.310067
9810 10 1.77674 1.2 17.3 6.05e-05 0.310672
9820 10 1.77674 1.1 15.3 5.77e-05 0.311249
9830 10 1.77674 1.3 22.8 9.88e-05 0.312237
9840 10 1.78432 1.3 24 0.000257 0.314807
9850 10 1.78432 1.3 21.2 6.36e-05 0.315443
9860 10 1.78432 1.2 17.8 5.07e-05 0.31595
9870 10 1.78432 1 15.7 2.9e-05 0.31624
9880 10 1.78432 1.4 19 8.82e-05 0.317122
9890 10 1.78432 1.2 17.7 9.94e-05 0.318116
9900 10 1.78432 1 15.1 5.04e-05 0.31862
9910 10 1.78432 1.2 17.4 6.65e-05 0.319285
9920 10 1.78432 1.1 15.7 6.36e-05 0.319921
9930 10 1.78432 1.1 15.8 6.13e-05 0.320534
9940 10 1.79173 1 19.4 3.26e-05 0.32086
9950 10 1.79173 1.1 19.2 5.59e-05 0.321419
9960 10 1.79173 1 11.9 2.24e-05 0.321643
9970 10 1.79173 1.3 23.5 9.31e-05 0.322574
9980 10 1.79173 1.2 17 6.28e-05 0.323202
9990 10 1.79173 1 14.2 3.18e-05 0.32352
10000 10 1.79173 1 23.7 5.23e-05 0.324043
10010 10 1.79173 1 16.3 2.66e-05 0.324309
10020 10 1.79173 1.1 18.9 3.99e-05 0.324708
10030 10 1.79173 1 20.8 3.62e-05 0.32507
10040 10 1.79173 1.1 19.2 7.12e-05 0.325782
10050 10 1.79173 1.4 25.1 6.93e-05 0.326475
10060 10 1.79173 1 12.1 3.28e-05 0.326803
10070 10 1.79173 1.1 13.2 5.15e-05 0.327318
10080 10 1.79173 1.3 23.5 7.57e-05 0.328075
10090 10 1.79173 1 15.9 5.18e-05 0.328593
10100 10 1.80138 1.3 22.4 8.13e-05 0.329406
10110 10 1.80138 1.2 18.8 6.89e-05 0.330095
10120 10 1.80138 1.3 16 6.85e-05 0.33078
10130 10 1.80138 1.2 19.8 7.3e-05 0.33151
10140 10 1.81106 1.1 17 5.91e-05 0.332101
10150 10 1.81106 1 12.5 2.65e-05 0.332366
10160 10 1.81936 1.3 23.7 6.02e-05 0.332968
10170 10 1.82868 1.3 23.2 8.35e-05 0.333803
10180 10 1.82868 1 22.5 5.78e-05 0.334381
10190 10 1.82868 1.1 14.1 6.8e-05 0.335061
10200 10 1.83297 1 14 4.75e-05 0.335536
10210 10 1.83297 1 20.8 5.28e-05 0.336064
10220 10 1.83297 1.1 12.2 5.28e-05 0.336592
10230 10 1.83297 1.2 20.2 6.54e-05 0.337246
10240 10 1.83297 1.2 25.9 6.48e-05 0.337894
10250 10 1.83297 1 11.7 3.52e-05 0.338246
10260 10 1.83442 1 16.1 2.57e-05 0.338503
10270 10 1.84213 1.2 22.7 6.64e-05 0.339167
10280 10 1.84213 1.2 17 5.77e-05 0.339744
10290 10 1.84213 1 14.4 3.39e-05 0.340083
10300 10 1.84213 1.2 19.1 6.54e-05 0.340737
10310 10 1.84213 1.2 24.7 7.6e-05 0.341497
10320 10 1.84213 1 20.5 8.91e-05 0.342388
10330 10 1.84213 1 16.2 3.57e-05 0.342745
10340 10 1.84213 1.2 15.9 4.97e-05 0.343242
10350 10 1.84213 1 18.5 6.14e-05 0.343856
10360 10 1.85171 1.1 12.2 3.82e-05 0.344238
10370 10 1.85171 1.3 16.8 6.68e-05 0.344906
10380 10 1.85171 1.1 19.8 6.54e-05 0.34556
10390 10 1.85171 1 16.6 5.08e-05 0.346068
10400 10 1.85981 1.1 15.1 6.02e-05 0.34667
10410 10 1.85981 1.1 20.1 5.38e-05 0.347208
10420 10 1.85981 1.2 25.8 7.66e-05 0.347974
10430 10 1.85981 1.1 23.1 5.83e-05 0.348557
10440 10 1.86255 1 18.7 4.71e-05 0.349028
10450 10 1.86255 1 12 3.9e-05 0.349418
10460 10 1.86255 1.2 12.7 6.8e-05 0.350098
10470 10 1.8711 1.1 17.5 5.5e-05 0.350648
10480 10 1.8711 1.3 28.6 8.07e-05 0.351455
10490 10 1.87659 1.2 14.6 6.1e-05 0.352065
10500 10 1.87659 1.5 36.4 9.9e-05 0.353055
10510 10 1.87659 1.1 23.8 5.83e-05 0.353638
10520 10 1.87659 1.2 18.1 6.58e-05 0.354296
10530 10 1.87659 1 17.4 3.04e-05 0.3546
10540 10 1.87659 1.2 19.1 5.25e-05 0.355125
10550 10 1.87659 1 15.9 5.05e-05 0.35563
10560 10 1.88248 1.1 17.1 4.84e-05 0.356114
10570 10 1.88248 1.1 27.7 7.68e-05 0.356882
10580 10 1.88248 1 23.6 3.82e-05 0.357264
10590 10 1.88248 1.1 12.2 6.32e-05 0.357896
10600 10 1.88248 1.2 25 6.82e-05 0.358578
10610 10 1.88248 1 16.3 3.07e-05 0.358885
10620 10 1.89145 1.1 14.2 4.32e-05 0.359317
10630 10 1.89145 1.2 16.2 6.83e-05 0.36
10640 10 1.89145 1 15.5 4.03e-05 0.360403
10650 10 1.89145 1 16.5 4.79e-05 0.360882
10660 10 1.89945 1.2 14.9 6.73e-05 0.361555
10670 10 1.9091 1.1 14.6 7.59e-05 0.362314
10680 10 1.9091 1 13.5 4.75e-05 0.362789
10690 10 1.9091 1 16.2 5.2e-05 0.363309
10700 10 1.9091 1.4 26.2 8.53e-05 0.364162
10710 10 1.9091 1.1 17.2 4.82e-05 0.364644
10720 10 1.9091 1 16.2 3.05e-05 0.364949
10730 10 1.91796 1.1 13.2 7.1e-05 0.365659
10740 10 1.92232 1.2 21.3 8.52e-05 0.366511
10750 10 1.92232 1.2 20.3 6.62e-05 0.367173
10760 10 1.92232 1.2 21.1 0.0001022 0.368195
10770 10 1.92232 1.2 18.7 7e-05 0.368895
10780 10 1.92232 1.1 21.6 7.26e-05 0.369621
10790 10 1.92232 1.2 17.6 4.04e-05 0.370025
10800 10 1.92232 1.1 21.2 5.69e-05 0.370594
10810 10 1.92232 1.1 16.1 4.1e-05 0.371004
10820 10 1.92983 1 20.6 5.73e-05 0.371577
10830 10 1.92983 1.2 24.3 6.57e-05 0.372234
10840 10 1.92983 1.2 20.4 6.75e-05 0.372909
10850 10 1.92983 1 13.4 3.62e-05 0.373271
10860 10 1.92983 1.1 20.9 3.64e-05 0.373635
10870 10 1.92983 1.1 27.1 5.07e-05 0.374142
10880 10 1.92983 1.1 13.7 6.38e-05 0.37478
10890 10 1.92983 1 20.5 4.14e-05 0.375194
10900 10 1.92983 1.1 19.4 6.54e-05 0.375848
10910 10 1.92983 1 17.4 4.13e-05 0.376261
10920 10 1.92983 1.1 16.3 4.15e-05 0.376676
10930 10 1.92983 1.3 21 8.8e-05 0.377556
10940 10 1.92983 1.1 25.7 8.19e-05 0.378375
10950 10 1.92983 1.2 21 7.81e-05 0.379156
10960 10 1.92983 1 14.5 6.4e-05 0.379796
10970 10 1.92983 1.4 24.1 9.48e-05 0.380744
10980 10 1.92983 1.1 20.3 7.11e-05 0.381455
10990 10 1.92983 1.1 21 7.21e-05 0.382176
11000 10 1.93345 1 24.4 4.96e-05 0.382672
11010 10 1.93345 1 13.1 4.55e-05 0.383127
11020 10 1.93345 1.2 17.7 6.97e-05 0.383824
11030 10 1.93345 1.1 16.9 6.36e-05 0.38446
11040 10 1.93345 1.1 20.5 6.97e-05 0.385157
11050 10 1.93345 1.3 20.6 6.92e-05 0.385849
11060 10 1.93345 1.2 17.4 8.22e-05 0.386671
11070 10 1.93345 1 17.5 4.28e-05 0.387099
11080 10 1.93345 1.1 20.2 7.64e-05 0.387863
11090 10 1.93677 1 18.9 3.54e-05 0.388217
11100 10 1.93677 1.1 14.9 5.35e-05 0.388752
11110 10 1.93677 1.2 18.1 6.31e-05 0.389383
11120 10 1.93677 1 18.3 4.67e-05 0.38985
11130 10 1.93677 1.1 15 5.57e-05 0.390407
11140 10 1.93677 1 23.3 6.04e-05 0.391011
11150 10 1.93677 1.2 23.4 6.61e-05 0.391672
11160 10 1.93677 1 22.6 3.65e-05 0.392037
11170 10 1.93677 1.1 19.2 7.84e-05 0.392821
11180 10 1.93677 1.1 16.7 6.77e-05 0.393498
11190 10 1.93677 1 14.1 5.48e-05 0.394046
11200 10 1.93677 1.2 25 7.15e-05 0.394761
11210 10 1.94538 1.2 20.8 7.59e-05 0.39552
11220 10 1.94538 1.2 19.4 7.51e-05 0.396271
11230 10 1.94538 1.1 17.5 4.94e-05 0.396765
11240 10 1.94538 1 22.1 6.6e-05 0.397425
11250 10 1.94538 1.2 15.7 6.93e-05 0.398118
11260 10 1.94538 1 19.8 7.06e-05 0.398824
11270 10 1.94538 1 19.1 5.48e-05 0.399372
11280 10 1.94538 1.2 23.3 0.0001298 0.40067
11290 10 1.94538 1.1 20.8 7.78e-05 0.401448
11300 10 1.94538 1.1 20.3 4.97e-05 0.401945
11310 10 1.94538 1.1 29.4 6.59e-05 0.402604
11320 10 1.94538 1.4 25.5 0.0001084 0.403688
11330 10 1.94538 1 21.5 3.82e-05 0.40407
11340 10 1.94538 1.1 16.2 5.25e-05 0.404595
11350 10 1.94538 1 13.8 3.45e-05 0.40494
11360 10 1.94538 1.1 14.6 5.06e-05 0.405446
11370 10 1.94538 1 19.7 4.97e-05 0.405943
11380 10 1.94538 1.3 18.1 6.3e-05 0.406573
11390 10 1.94538 1 14 3.5e-05 0.406923
11400 10 1.94538 1.3 27.7 8.64e-05 0.407787
11410 10 1.94538 1.3 25.9 0.0001067 0.408854
11420 10 1.94538 1.1 14 4.66e-05 0.40932
11430 10 1.94538 1.1 14.9 6.14e-05 0.409934
11440 10 1.94538 1.1 16.8 4.09e-05 0.410343
11450 10 1.94538 1 17.8 4.8e-05 0.410823
11460 10 1.94538 1.1 12.8 6.4e-05 0.411463
11470 10 1.94538 1.2 15.7 6.59e-05 0.412122
11480 10 1.94901 1.1 17.6 7.51e-05 0.412873
11490 10 1.9532 1.1 16.6 6.95e-05 0.413568
11500 10 1.9532 1.3 18.4 0.0002926 0.416494
11510 10 1.9532 1.2 17.6 6.22e-05 0.417116
11520 10 1.9532 1 14.8 4.09e-05 0.417525
11530 10 1.9532 1.1 17.5 5.93e-05 0.418118
11540 10 1.9532 1.3 21 7.34e-05 0.418852
11550 10 1.9532 1 21.2 6.84e-05 0.419536
11560 10 1.96067 1.1 17.3 6.88e-05 0.420224
11570 10 1.96067 1.2 16.3 5.56e-05 0.42078
11580 10 1.96067 1.1 22 6.79e-05 0.421459
11590 10 1.96067 1 11.2 7.49e-05 0.422208
11600 10 1.96067 1.1 14 5.84e-05 0.422792
11610 10 1.96067 1.1 16.1 6.48e-05 0.42344
11620 10 1.96067 1 14.5 3.11e-05 0.423751
11630 10 1.96421 1.1 18.9 6.89e-05 0.42444
11640 10 1.96421 1.2 22.1 9.41e-05 0.425381
11650 10 1.96421 1.1 18.9 6.4e-05 0.426021
11660 10 1.96421 1 16.8 3.67e-05 0.426388
11670 10 1.96421 1.1 17.5 6e-05 0.426988
11680 10 1.96421 1.2 21.5 8.45e-05 0.427833
11690 10 1.9719 1.3 21 7.64e-05 0.428597
11700 10 1.9719 1.2 20.6 5.97e-05 0.429194
11710 10 1.9719 1.1 15 6.26e-05 0.42982
11720 10 1.9719 1 18.5 3.63e-05 0.430183
11730 10 1.9719 1.3 26.2 0.0001185 0.431368
11740 10 1.9719 1.1 13.4 7.08e-05 0.432076
11750 10 1.9719 1.1 19.9 5.74e-05 0.43265
11760 10 1.97759 1.1 18 7.52e-05 0.433402
11770 10 1.97759 1.2 22.9 8.35e-05 0.434237
11780 10 1.97759 1 16.5 3.34e-05 0.434571
11790 10 1.97759 1.1 18.9 7.99e-05 0.43537
11800 10 1.97759 1.1 17 6.99e-05 0.436069
11810 10 1.97759 1.2 16.1 8.71e-05 0.43694
11820 10 1.97759 1.2 23.2 9.02e-05 0.437842
11830 10 1.97759 1 16.3 4.39e-05 0.438281
11840 10 1.97759 1.1 24.2 8.31e-05 0.439112
11850 10 1.97759 1 16.4 3.26e-05 0.439438
11860 10 1.97759 1 19.8 3.94e-05 0.439832
11870 10 1.98742 1.2 15.3 5.69e-05 0.440401
11880 10 1.98742 1 15.4 3.96e-05 0.440797
11890 10 1.98742 1.1 17 6.42e-05 0.441439
11900 10 1.98742 1.1 19.8 5.13e-05 0.441952
11910 10 1.98742 1.3 22.3 7.32e-05 0.442684
11920 10 1.98742 1.2 22 8.12e-05 0.443496
11930 10 1.98742 1.3 17.2 9.12e-05 0.444408
11940 10 1.98742 1 22.3 3.19e-05 0.444727
11950 10 1.98742 1.1 16.6 7.28e-05 0.445455
11960 10 1.98742 1 20.9 5.8e-05 0.446035
11970 10 1.98742 1.1 15.6 6.75e-05 0.44671
11980 10 1.98742 1.1 21.5 8.52e-05 0.447562
11990 10 1.98742 1.2 16.5 9.65e-05 0.448527
12000 10 1.98742 1.1 23.3 5.81e-05 0.449108
12010 10 1.98742 1.1 15.1 6.72e-05 0.44978
12020 10 1.98742 1.1 14 6.73e-05 0.450453
12030 10 1.98742 1 16.9 6.04e-05 0.451057
12040 10 1.98742 1.3 19.5 8.82e-05 0.451939
12050 10 1.98742 1.5 19.3 0.0001019 0.452958
12060 10 1.98742 1 18 4.59e-05 0.453417
12070 10 1.98742 1 13 4.86e-05 0.453903
12080 10 1.99539 1.1 16.3 4.37e-05 0.45434
12090 10 2.00335 1 13.7 3.64e-05 0.454704
12100 10 2.00335 1.1 16 9.21e-05 0.455625
12110 10 2.00335 1.1 23.2 4.7e-05 0.456095
12120 10 2.00335 1.1 20.6 7.18e-05 0.456813
12130 10 2.00335 1.1 16.1 7.47e-05 0.45756
12140 10 2.00335 1 13.5 4.87e-05 0.458047
12150 10 2.00335 1.2 22.5 7.42e-05 0.458789
12160 10 2.00983 1 11.4 4.52e-05 0.459241
12170 10 2.01873 1.1 28.3 7.06e-05 0.459947
12180 10 2.01873 1 16.5 6.94e-05 0.460641
12190 10 2.01873 1.1 21.6 7.78e-05 0.461419
12200 10 2.01873 1.2 27.7 7.21e-05 0.46214
12210 10 2.01873 1.2 18.4 9.95e-05 0.463135
12220 10 2.01873 1.1 22.6 8.33e-05 0.463968
12230 10 2.01873 1 14.4 6.14e-05 0.464582
12240 10 2.01873 1.1 16 7.57e-05 0.465339
12250 10 2.01873 1 18.1 3.87e-05 0.465726
12260 10 2.01873 1 16.8 6.01e-05 0.466327
12270 10 2.01873 1.1 15.5 6.47e-05 0.466974
12280 10 2.01873 1.3 18 8.97e-05 0.467871
12290 10 2.01873 1 15.1 4.97e-05 0.468368
12300 10 2.01873 1.1 22.3 0.0001977 0.470345
12310 10 2.01873 1.1 19.6 6.7e-05 0.471015
12320 10 2.01873 1 21.2 6.53e-05 0.471668
12330 10 2.01873 1 19 3.44e-05 0.472012
12340 10 2.01873 1.1 19.6 6.83e-05 0.472695
12350 10 2.01873 1 21 5.6e-05 0.473255
12360 10 2.02824 1.1 16.7 9.56e-05 0.474211
12370 10 2.02824 1.2 29.2 9.79e-05 0.47519
12380 10 2.03011 1 13.5 4.96e-05 0.475686
12390 10 2.03011 1.3 21.2 0.0001004 0.47669
12400 10 2.03343 1 17.6 4.57e-05 0.477147
12410 10 2.03343 1.2 21.8 7.52e-05 0.477899
12420 10 2.03343 1.3 19.4 9.23e-05 0.478822
12430 10 2.03896 1 22.5 7.8e-05 0.479602
12440 10 2.03896 1.2 16 5.96e-05 0.480198
12450 10 2.03896 1 20.8 5.46e-05 0.480744
12460 10 2.03896 1.2 12.9 6.62e-05 0.481406
12470 10 2.03896 1 17.1 3.46e-05 0.481752
12480 10 2.03896 1.2 23 6.62e-05 0.482414
12490 10 2.03896 1.2 16.7 6.61e-05 0.483075
12500 10 2.03896 1.2 19.8 9.08e-05 0.483983
12510 10 2.03896 1 13.1 3.71e-05 0.484354
12520 10 2.03896 1 13 5.95e-05 0.484949
12530 10 2.03896 1 23.2 4.28e-05 0.485377
12540 10 2.03896 1.1 15.9 5.09e-05 0.485886
12550 10 2.03896 1.1 17.3 6.34e-05 0.48652
12560 10 2.03896 1.2 22.5 8.11e-05 0.487331
12570 10 2.03896 1.2 25.3 9.5e-05 0.488281
12580 10 2.03896 1.1 15 5.66e-05 0.488847
12590 10 2.03896 1.1 15 6.17e-05 0.489464
12600 10 2.03896 1.1 13.1 7.68e-05 0.490232
12610 10 2.03896 1 20.4 5.11e-05 0.490743
12620 10 2.03896 1.3 20.5 0.0001105 0.491848
12630 10 2.03896 1.2 11.4 8e-05 0.492648
12640 10 2.03896 1.1 19.9 8e-05 0.493448
12650 10 2.03896 1.4 16.9 8.72e-05 0.49432
12660 10 2.0406 1.6 22.9 0.0001324 0.495644
12670 10 2.05386 1 15.4 6.11e-05 0.496255
12680 10 2.05386 1 17.1 5.47e-05 0.496802
12690 10 2.05386 1.1 31.6 7.16e-05 0.497518
12700 10 2.05386 1.2 19.9 9.19e-05 0.498437
12710 10 2.05742 1 17.6 0.0001057 0.499494
12720 10 2.05742 1 19 4.25e-05 0.499919
12730 10 2.05742 1 15.5 5.52e-05 0.500471
12740 10 2.06478 1 21.2 4.41e-05 0.500912
12750 10 2.06478 1.1 15 4.82e-05 0.501394
12760 10 2.06478 1 17.1 3.75e-05 0.501769
12770 10 2.06478 1.1 12.8 7.01e-05 0.50247
12780 10 2.06478 1.1 19 7.69e-05 0.503239
12790 10 2.06478 1.1 23.3 8.02e-05 0.504041
12800 10 2.06478 1.2 20 9.55e-05 0.504996
12810 10 2.06478 1.1 18.5 6.76e-05 0.505672
12820 10 2.06478 1.1 19.1 7.2e-05 0.506392
12830 10 2.06478 1.1 24.2 0.0001043 0.507435
12840 10 2.06478 1 17.8 6.18e-05 0.508053
12850 10 2.06478 1.1 15.2 8.61e-05 0.508914
12860 10 2.08209 1 15.2 4.45e-05 0.509359
12870 10 2.08209 1.2 16.3 7.82e-05 0.510141
12880 10 2.08209 1.1 16.1 0.000108 0.511221
12890 10 2.08209 1.1 19.8 9.36e-05 0.512157
12900 10 2.08209 1.5 18.2 0.0001081 0.513238
12910 10 2.08209 1.2 20.3 9.2e-05 0.514158
12920 10 2.08209 1.2 23 0.0001085 0.515243
12930 10 2.0912 1.1 24.1 5.56e-05 0.515799
12940 10 2.0912 1.2 22.6 0.0001274 0.517073
12950 10 2.0912 1.3 30.9 0.0001545 0.518618
12960 10 2.0912 1.1 14.4 8.02e-05 0.51942
12970 10 2.09487 1 15.3 5.96e-05 0.520016
12980 10 2.09487 1.1 21.2 0.0001192 0.521208
12990 10 2.09487 1.1 23.8 0.0001364 0.522572
13000 10 2.09487 1 14.9 6.09e-05 0.523181
13010 10 2.09487 1.3 18.3 8.47e-05 0.524028
13020 10 2.09487 1 15.2 3.23e-05 0.524351
13030 10 2.09487 1.1 16.8 6.68e-05 0.525019
13040 10 2.09487 1.2 17.7 7.97e-05 0.525816
13050 10 2.09487 1.1 19.3 8.34e-05 0.52665
13060 10 2.09487 1 16.9 5.86e-05 0.527236
13070 10 2.09487 1.2 26.7 0.000493 0.532166
13080 10 2.09487 1.1 18.2 0.0001955 0.534121
13090 10 2.09487 1 15.2 6.3e-05 0.534751
13100 10 2.09487 1.2 18.7 9.42e-05 0.535693
13110 10 2.09487 1.1 14.1 0.000121 0.536903
13120 10 2.09487 1.1 16.9 5.3e-05 0.537433
13130 10 2.09487 1.1 28.5 0.0001056 0.538489
13140 10 2.09487 1.2 18.4 8.05e-05 0.539294
13150 10 2.09487 1 18.2 7e-05 0.539994
13160 10 2.09487 1.1 14.7 6.35e-05 0.540629
13170 10 2.09487 1 13.2 4.65e-05 0.541094
13180 10 2.09487 1 16.1 6.91e-05 0.541785
13190 10 2.09487 1 18.5 3.87e-05 0.542172
13200 10 2.09487 1 16.9 4.21e-05 0.542593
13210 10 2.09487 1 18 4.78e-05 0.543071
13220 10 2.09487 1 13.3 3.62e-05 0.543433
13230 10 2.09487 1 15.4 6.98e-05 0.544131
13240 10 2.09487 1 15.5 3.92e-05 0.544523
13250 10 2.09487 1.3 16.5 7.66e-05 0.545289
13260 10 2.09487 1 13.2 6.22e-05 0.545911
13270 10 2.09487 1.1 20.1 6.9e-05 0.546601
13280 10 2.09487 1.1 17.4 7.22e-05 0.547323
13290 10 2.09487 1 17.6 4.54e-05 0.547777
13300 10 2.09487 1.1 13 6.46e-05 0.548423
13310 10 2.09487 1 14 3.57e-05 0.54878
13320 10 2.09487 1.2 14.6 0.0001025 0.549805
13330 10 2.09487 1 14.6 4.16e-05 0.550221
13340 10 2.09487 1.2 22.7 9.84e-05 0.551205
13350 10 2.09487 1.3 26.5 8.91e-05 0.552096
13360 10 2.09487 1.1 20.1 8.66e-05 0.552962
13370 10 2.09487 1 17.7 5.95e-05 0.553557
13380 10 2.09487 1.1 18.7 6.03e-05 0.55416
13390 10 2.09487 1 19.1 0.0001024 0.555184
13400 10 2.09487 1 18.6 5.16e-05 0.5557
13410 10 2.09487 1.1 18.8 5.8e-05 0.55628
13420 10 2.09487 1.2 11.9 8.17e-05 0.557097
13430 10 2.09487 1 14.5 3.45e-05 0.557442
13440 10 2.09487 1.1 17.6 7.73e-05 0.558215
13450 10 2.10386 1.2 15.7 7.69e-05 0.558984
13460 10 2.10386 1 12.7 4.11e-05 0.559395
13470 10 2.10386 1.1 16.9 9.57e-05 0.560352
13480 10 2.10386 1.1 17.5 7.99e-05 0.561151
13490 10 2.10672 1.1 19.9 7.56e-05 0.561907
13500 10 2.10672 1.2 21.3 8.09e-05 0.562716
13510 10 2.10672 1.1 15.5 0.0001042 0.563758
13520 10 2.10672 1 23.9 6.59e-05 0.564417
13530 10 2.10672 1 15.9 4.65e-05 0.564882
13540 10 2.10672 1.1 17.5 8.66e-05 0.565748
13550 10 2.11476 1 15.6 4.92e-05 0.56624
13560 10 2.11476 1.3 17.3 8.94e-05 0.567134
13570 10 2.11476 1 22.5 6.81e-05 0.567815
13580 10 2.11476 1.1 14.3 6.92e-05 0.568507
13590 10 2.11476 1.1 22.5 8.31e-05 0.569338
13600 10 2.11476 1.1 22.3 6.73e-05 0.570011
13610 10 2.11476 1 23.3 7.45e-05 0.570756
13620 10 2.11476 1.2 18.5 0.0001137 0.571893
13630 10 2.11476 1.3 23.2 0.0001214 0.573107
13640 10 2.11538 1.1 24.3 6.11e-05 0.573718
13650 10 2.12297 1.2 16.3 9.66e-05 0.574684
13660 10 2.12297 1.1 15.9 7.5e-05 0.575434
13670 10 2.12297 1.2 21.4 0.0001058 0.576492
13680 10 2.12297 1.2 25.9 9.88e-05 0.57748
13690 10 2.12297 1 15.3 4.11e-05 0.577891
13700 10 2.12297 1 9.8 5.33e-05 0.578424
13710 10 2.12297 1.1 18.5 4.3e-05 0.578854
13720 10 2.12297 1.1 18.2 7.47e-05 0.579601
13730 10 2.12297 1.1 17.2 6.61e-05 0.580262
13740 10 2.12297 1.2 18 8.89e-05 0.581151
13750 10 2.12297 1 15.6 5.65e-05 0.581716
13760 10 2.12297 1 13.6 3.38e-05 0.582054
13770 10 2.12297 1 23.9 4.76e-05 0.58253
13780 10 2.12297 1.2 16 8.2e-05 0.58335
13790 10 2.12297 1 14.9 5.77e-05 0.583927
13800 10 2.12297 1.2 13.5 0.000105 0.584977
13810 10 2.12297 1.1 16.5 6.94e-05 0.585671
13820 10 2.12297 1.1 20.5 0.0001004 0.586675
13830 10 2.12297 1.2 19.6 8.64e-05 0.587539
13840 10 2.12297 1.1 22.6 0.000288 0.590419
13850 10 2.12297 1 21.8 5.08e-05 0.590927
13860 10 2.12297 1.2 15.1 0.0001369 0.592296
13870 10 2.12297 1.1 15.6 6.03e-05 0.592899
13880 10 2.12297 1.1 15.5 8.89e-05 0.593788
13890 10 2.12297 1.2 25.9 0.0001097 0.594885
13900 10 2.12297 1 11.4 3.4e-05 0.595225
13910 10 2.12297 1 16.8 4.14e-05 0.595639
13920 10 2.12297 1.1 10.8 3.85e-05 0.596024
13930 10 2.12297 1 13.6 3.75e-05 0.596399
13940 10 2.12297 1.3 19.8 0.0001007 0.597406
13950 10 2.12297 1.1 15.5 4.61e-05 0.597867
13960 10 2.12297 1.2 17.9 8.85e-05 0.598752
13970 10 2.12297 1 13.3 4.16e-05 0.599168
13980 10 2.12297 1 14.6 3.85e-05 0.599553
13990 10 2.12297 1.1 17.8 6.57e-05 0.60021
14000 10 2.12297 1 19.4 5.31e-05 0.600741
14010 10 2.12297 1.1 23.7 9.05e-05 0.601646
14020 10 2.12297 1 13.5 3.47e-05 0.601993
14030 10 2.12297 1 16.1 5.75e-05 0.602568
14040 10 2.12297 1 12.7 4.71e-05 0.603039
14050 10 2.12297 1 21.7 5.56e-05 0.603595
14060 10 2.12297 1.1 23.4 9.55e-05 0.60455
14070 10 2.12297 1 12.5 7.54e-05 0.605304
14080 10 2.12297 1 11.1 4.92e-05 0.605796
14090 10 2.12297 1 26.4 6.89e-05 0.606485
14100 10 2.12914 1 19.8 5.07e-05 0.606992
14110 10 2.12914 1.3 15.9 9.88e-05 0.60798
14120 10 2.12914 1 13.2 6.62e-05 0.608642
14130 10 2.12914 1 17.4 4.95e-05 0.609137
14140 10 2.12914 1.1 21.9 6.25e-05 0.609762
14150 10 2.12914 1.2 25.1 9.42e-05 0.610704
14160 10 2.12914 1 21.1 0.0001086 0.61179
14170 10 2.12914 1.2 16.2 0.000102 0.61281
14180 10 2.12914 1 12.5 5.76e-05 0.613386
14190 10 2.12914 1 13.8 8.69e-05 0.614255
14200 10 2.12914 1 21.1 6.81e-05 0.614936
14210 10 2.12914 1.1 17.1 7.97e-05 0.615733
14220 10 2.12914 1 15.4 5.22e-05 0.616255
14230 10 2.12914 1.3 18.1 0.0001205 0.61746
14240 10 2.12914 1 20.5 4.03e-05 0.617863
14250 10 2.12914 1 23.1 6.98e-05 0.618561
14260 10 2.13813 1.2 17.3 9.36e-05 0.619497
14270 10 2.1424 1 13 5.32e-05 0.620029
14280 10 2.1424 1 21.2 6.71e-05 0.6207
14290 10 2.15085 1.2 14 8.01e-05 0.621501
14300 10 2.16005 1 15.9 4.68e-05 0.621969
14310 10 2.16005 1.2 13.1 7.77e-05 0.622746
14320 10 2.16005 1.1 18.7 9.67e-05 0.623713
14330 10 2.16005 1 12.6 4.25e-05 0.624138
14340 10 2.16005 1 20.1 7.83e-05 0.624921
14350 10 2.16005 1.4 21 0.0001193 0.626114
14360 10 2.16005 1.1 14.7 5.78e-05 0.626692
14370 10 2.16005 1 23.2 0.0001128 0.62782
14380 10 2.16746 1.1 16 6.28e-05 0.628448
14390 10 2.16746 1 14.6 3.55e-05 0.628803
14400 10 2.16746 1 14 5.23e-05 0.629326
